Var1,Gene_matrix1,Gene_matrix2,Gene_matrix3,Gene_matrix4,Gene_matrix5
51700,0,1,1,0,0
51703,1,1,0,1,0
51706,1,1,0,0,0
5172,0,1,1,1,0
51727,0,0,1,1,0
51733,0,0,0,1,1
51741,0,1,1,0,1
518,1,1,1,1,1
51805,1,1,1,0,0
51809,1,0,0,1,0
5184,1,0,0,1,1
5198,0,0,1,1,0
52,1,1,1,1,1
5205,0,0,0,1,1
5207,1,0,0,0,1
5208,0,1,1,0,0
5209,1,1,0,0,0
521,1,0,0,1,0
5210,0,0,0,1,1
5211,1,1,0,0,1
5213,0,1,1,0,0
5214,1,0,0,0,1
522,1,1,0,1,1
5223,1,1,1,0,0
5224,0,1,1,1,1
5226,0,1,1,0,0
523,1,0,1,1,1
5230,0,0,1,1,0
5232,1,0,0,0,1
5236,1,1,0,0,0
5238,1,1,0,0,1
5243,0,0,1,1,0
5244,1,1,1,1,1
525,1,0,1,1,1
5251,0,0,1,1,1
526,1,1,1,1,0
5264,1,1,1,0,1
527,0,1,0,1,0
5277,1,0,1,1,0
5279,1,1,1,0,1
528,1,0,1,1,1
5281,1,1,1,0,1
5283,0,1,1,0,1
5286,1,0,1,0,1
5287,0,1,0,1,1
5288,1,1,0,1,0
5289,0,1,1,0,1
529,1,1,1,1,0
5290,1,1,0,1,1
5291,1,1,0,1,1
5293,1,1,1,1,0
5294,1,0,1,0,1
5295,1,1,1,1,1
5296,1,0,1,1,1
5297,0,1,1,1,1
5298,1,0,1,1,1
53,0,1,0,1,1
5305,1,1,1,0,1
5313,1,0,1,1,1
5315,1,1,0,1,1
5319,0,1,1,0,1
5320,1,0,1,0,1
5321,1,0,1,1,0
5322,1,0,1,1,0
533,1,0,1,0,0
5330,0,1,1,0,1
5331,0,1,1,0,0
5332,1,1,1,0,1
5333,1,0,1,0,0
5334,0,1,0,1,1
5335,1,0,1,1,0
53354,1,1,1,1,1
5336,1,0,1,0,1
5337,0,1,0,1,1
5338,1,0,1,1,0
534,0,1,1,1,1
535,1,0,1,1,0
53630,1,1,1,0,0
5372,0,0,1,1,0
5373,0,0,0,1,1
539,1,0,1,0,0
53905,1,0,1,0,1
53919,1,0,0,1,1
53947,0,1,1,1,1
54,1,1,1,0,0
54020,0,0,1,1,0
5406,0,1,1,0,1
5407,1,0,1,0,1
5408,1,1,0,1,0
5409,0,1,0,1,0
54187,0,0,1,1,1
54363,1,0,0,0,1
54407,0,1,0,0,1
5446,1,1,0,1,0
54480,1,0,1,0,1
54490,1,1,0,1,0
54511,1,1,0,0,0
54539,0,0,1,1,1
54575,0,1,1,0,1
54576,1,1,0,1,0
54577,1,0,1,1,0
54578,1,0,1,1,0
54579,0,1,0,1,1
54600,1,0,1,0,1
5464,0,0,0,1,1
54657,0,1,0,1,1
54658,1,1,0,1,0
54659,0,1,1,0,1
54675,1,1,1,0,0
54677,1,1,0,0,1
54682,0,1,1,1,1
5471,0,0,0,1,1
54716,0,0,1,1,0
5476,1,0,0,0,1
548596,1,0,0,1,1
54872,1,1,0,1,0
54898,1,1,0,0,0
549,1,0,0,1,1
54904,1,0,1,0,0
54963,0,1,1,0,1
54965,0,0,1,1,0
5498,0,0,1,1,0
54981,1,0,1,0,0
54988,0,1,1,0,1
54995,0,0,0,1,1
55,1,0,1,1,0
55065,0,1,1,0,1
55066,1,0,1,0,0
55089,1,1,0,0,1
55163,1,0,1,0,1
55191,0,0,1,1,0
55217,0,1,1,1,0
55224,0,1,1,1,1
55229,1,0,0,0,1
55244,0,1,0,0,0
55256,1,0,0,1,0
55268,0,1,1,1,1
55276,0,1,1,0,0
55277,1,0,1,0,0
55293,1,0,1,1,0
55304,1,0,0,0,1
55312,0,0,0,1,1
55315,1,0,1,1,0
55326,1,1,1,0,0
55331,0,0,1,1,1
55343,1,0,1,1,0
55349,0,1,0,1,1
55350,1,1,1,1,1
55361,1,1,1,1,0
5538,0,0,0,1,1
55454,0,1,1,1,0
55500,1,0,1,1,0
55501,0,0,1,1,1
55512,0,1,1,1,0
55568,0,1,1,1,0
55577,1,0,0,1,1
55586,1,0,1,0,1
55613,0,1,1,0,1
55624,1,0,0,1,1
55627,1,0,0,0,1
55650,0,1,0,0,1
55748,1,0,1,1,1
55750,1,1,0,0,1
55757,1,1,0,0,1
55790,1,1,0,0,0
55808,1,0,1,0,0
55811,1,1,0,1,0
55825,0,1,1,1,0
55830,0,0,1,1,1
55856,1,0,0,1,1
55867,1,1,0,0,1
55870,1,0,0,1,0
55902,1,1,1,0,1
55904,1,0,1,0,0
55907,0,0,1,1,1
55967,0,0,1,0,1
5625,0,0,1,1,0
56261,1,1,0,0,0
56301,1,0,0,1,1
5631,0,1,1,0,0
5634,0,0,0,1,1
56474,0,1,1,0,0
56548,0,0,1,1,0
5660,1,0,1,0,1
56606,1,1,0,1,0
56623,1,1,0,0,1
56624,0,1,1,1,0
56848,0,0,0,1,1
56886,1,1,1,0,0
56894,1,1,0,1,1
56895,0,0,1,1,1
56898,0,1,1,0,1
56913,0,1,1,1,1
56922,1,0,1,0,0
56953,1,0,0,1,0
56954,0,1,1,0,0
56983,1,0,1,1,0
56994,1,0,0,1,1
570,1,0,1,1,0
57016,1,1,1,0,0
57026,1,0,1,0,0
57030,0,0,0,1,1
57084,0,1,1,0,0
57094,0,0,0,1,1
57104,1,0,1,1,0
57127,0,1,1,1,1
57171,1,0,1,0,0
57194,0,1,1,1,1
57198,1,0,0,0,1
5723,0,0,1,1,0
5728,1,1,1,1,0
57282,0,1,1,1,1
5730,1,0,1,0,1
57379,1,0,0,0,1
57393,0,0,1,1,1
5740,1,0,1,1,0
57419,1,1,1,1,0
5742,0,1,1,1,1
5743,1,1,1,1,0
57468,0,1,1,0,1
57571,1,1,0,0,0
57665,0,1,0,1,0
57678,0,0,0,1,1
57704,0,1,1,0,1
57818,1,0,0,1,1
57834,1,0,0,0,1
57835,1,1,1,1,1
5805,0,1,1,1,0
5825,1,1,0,0,0
5831,1,1,1,1,1
5832,0,0,1,1,1
5833,1,0,1,0,1
5834,1,1,0,1,0
5836,0,1,1,1,0
5837,1,1,1,0,0
58478,0,0,1,0,0
58508,0,1,0,1,0
58510,0,0,0,1,1
586,0,0,0,1,1
5860,1,0,0,0,1
587,1,0,1,1,0
590,1,0,0,1,1
59272,1,0,0,1,1
593,0,0,0,0,1
594,1,0,0,1,0
5947,0,0,0,1,1
5948,1,0,0,0,1
5950,0,1,1,0,1
5959,0,1,1,0,1
5973,1,0,0,0,1
6005,1,0,1,1,1
60386,1,1,1,0,0
60481,1,0,0,0,1
60482,0,1,0,1,1
60490,0,1,1,0,0
60559,0,0,1,0,1
6120,1,0,1,1,1
622,1,1,1,1,1
6240,1,1,0,0,0
6241,0,1,1,0,0
6296,1,0,1,0,1
6303,0,0,1,1,1
6307,0,0,1,1,0
6309,1,0,1,0,1
6319,0,0,1,1,1
6342,1,0,0,0,0
635,0,1,1,0,0
6389,0,0,1,1,1
6390,1,0,1,0,0
6391,0,1,0,0,1
63917,1,0,1,0,0
6392,1,0,0,1,0
64064,0,1,0,0,0
64077,0,0,1,1,0
64078,1,1,0,1,0
64080,1,1,1,0,0
64087,1,1,0,1,0
64122,0,1,0,0,1
64131,1,0,1,0,1
64132,1,1,0,0,0
641371,1,0,0,0,1
641372,0,1,1,0,0
641649,0,1,1,0,0
64174,1,0,0,1,0
64180,0,0,1,0,1
6419,0,1,0,0,1
64220,1,0,1,1,0
64240,0,0,1,0,1
64241,1,0,0,1,1
64324,0,0,1,0,1
644,0,0,1,1,0
64419,1,1,0,1,0
644378,0,1,0,1,1
6448,0,1,1,1,0
644974,1,1,0,1,0
64499,1,0,1,0,0
645,0,1,1,0,0
645740,0,0,1,0,1
64579,0,1,0,1,1
64600,0,1,0,1,1
646480,0,1,0,1,1
646486,1,0,1,1,0
6470,1,1,1,1,1
64711,1,0,0,1,1
6472,0,1,1,0,1
64748,0,1,1,0,1
64754,1,0,0,1,0
6476,0,1,0,1,0
64781,1,1,1,0,1
64802,0,1,1,1,1
64816,1,0,1,1,1
6482,1,1,1,0,1
6483,1,1,0,0,0
64834,0,1,1,0,1
6484,0,1,0,1,0
64841,0,0,1,1,1
64849,0,1,1,1,1
64850,1,1,0,0,1
6487,1,1,1,1,1
6489,0,1,0,0,1
64900,1,0,1,0,0
64902,1,0,0,1,1
65010,1,1,1,1,1
6505,1,0,1,1,0
6506,1,0,1,0,1
6507,0,1,0,1,1
6508,1,1,0,1,1
6509,0,0,1,1,1
6510,0,1,1,1,0
6511,0,1,1,0,1
6512,1,1,0,1,0
6513,1,0,1,1,0
6514,0,0,1,1,0
6515,0,1,1,1,1
6517,0,1,0,1,1
6518,1,0,0,0,1
6519,0,0,1,1,1
6520,1,1,0,0,1
6521,0,0,1,0,1
6522,1,1,1,0,0
65220,0,0,0,1,1
6523,1,0,0,1,0
6524,0,1,0,1,1
6526,0,1,1,0,1
65263,1,1,0,0,1
6528,1,0,1,1,1
6529,1,1,0,1,0
6530,0,1,1,1,0
6531,0,0,1,1,1
6532,0,0,1,0,1
6533,0,0,1,0,1
6534,1,1,0,0,0
6535,1,0,0,1,1
6536,1,1,0,0,1
6538,0,1,1,0,1
6539,0,1,0,1,1
6540,1,0,1,1,0
6541,0,0,1,0,1
6542,1,0,1,0,0
6543,1,1,0,0,1
6546,0,1,1,1,0
6547,1,1,1,1,1
6548,1,1,0,1,1
6549,1,1,1,1,0
6550,1,1,1,0,1
6553,1,1,0,0,0
6554,0,1,1,1,1
6555,1,0,1,1,1
6556,1,0,0,1,1
6557,1,1,0,1,1
6558,1,1,1,0,1
6559,1,1,0,1,1
6560,0,1,0,1,1
6561,1,0,0,1,1
6563,0,0,1,1,0
6564,0,0,0,1,1
6565,0,1,1,1,1
6566,1,0,1,0,1
6567,1,1,0,0,1
6568,1,1,0,0,1
6569,1,1,0,0,0
6570,0,1,1,1,1
6571,1,0,1,1,1
6572,1,1,0,0,1
6573,1,1,1,1,1
6574,0,0,1,1,0
6575,0,0,0,1,1
6576,1,1,1,0,0
6578,1,0,0,1,1
6579,1,1,1,1,0
6580,0,1,0,0,1
6581,1,0,0,1,1
6582,1,1,1,1,1
6583,0,1,1,1,0
6584,1,1,0,1,0
65985,1,1,0,1,0
66002,0,0,0,1,1
66035,1,1,0,0,0
6609,1,1,0,0,0
6610,1,1,0,0,0
6611,1,0,1,0,0
6646,1,1,0,0,0
6647,1,0,0,1,0
6648,0,0,1,0,1
6649,0,1,1,0,0
6652,0,0,0,0,1
6675,1,0,0,0,1
669,1,1,0,1,1
6697,0,1,0,0,1
6713,0,0,1,0,1
6715,0,1,0,0,1
6716,1,0,1,0,0
6718,1,1,1,0,0
6723,0,1,0,1,0
6783,0,1,1,0,1
6785,0,1,1,1,0
6799,1,1,1,1,1
6817,1,1,1,1,1
6818,1,1,1,1,1
6819,1,0,0,1,1
682,0,0,1,1,0
6820,1,1,1,1,1
6821,0,1,0,1,0
6822,1,0,1,1,1
6833,0,1,0,1,1
6839,1,0,0,1,0
686,1,1,0,0,0
6888,1,0,0,0,1
6898,1,0,1,1,1
6916,1,1,0,0,1
6999,1,1,1,0,0
7001,1,1,1,1,1
7054,1,1,1,1,0
7083,0,0,1,1,1
7084,1,0,0,1,1
7086,0,1,1,0,0
7108,1,0,0,0,1
7166,1,0,0,1,1
7167,1,1,0,0,0
7173,1,1,1,1,1
7177,0,1,0,0,1
7263,0,1,1,0,0
7264,0,1,0,1,1
728441,1,0,0,0,1
7296,1,1,1,1,1
7298,0,0,1,1,0
7299,1,1,1,0,0
7306,0,1,0,1,1
7350,1,1,0,0,1
7351,1,1,1,0,0
7352,1,1,1,1,0
7355,0,1,1,0,1
7357,0,1,0,1,1
7358,1,0,1,1,0
7360,1,0,0,1,1
7363,0,1,0,1,1
7364,1,0,1,0,1
7365,1,0,1,0,1
7366,1,1,0,1,0
7367,0,1,1,0,1
7368,1,0,1,1,0
7371,1,1,0,0,0
7372,0,0,0,1,0
7378,1,1,1,1,1
7381,1,0,1,0,0
7384,1,0,0,1,0
7385,0,1,0,1,0
7386,0,0,1,0,1
7388,0,1,0,0,1
7389,1,0,0,0,1
7390,0,1,1,0,0
7468,0,1,0,1,0
747,0,1,0,1,1
7498,1,0,1,1,0
759,0,0,1,1,1
760,1,0,0,0,1
761,1,0,0,0,1
762,1,0,0,1,1
763,1,1,1,0,0
765,0,1,1,1,0
766,1,1,0,0,1
767,1,1,1,0,0
768,1,1,0,0,0
771,0,1,1,1,1
7779,0,1,1,0,0
7837,1,0,0,1,0
788,0,1,0,1,1
790,1,1,0,1,0
79017,1,1,0,1,0
7903,1,0,1,0,1
79071,0,0,1,1,1
79077,0,1,1,1,1
79087,0,0,1,1,1
7915,1,1,1,1,1
79178,1,0,1,0,1
7923,0,1,1,0,1
79369,0,0,1,0,1
7941,1,0,1,0,1
79411,0,1,0,1,1
79581,1,1,0,1,0
79586,1,0,1,1,0
79603,1,1,1,0,0
79611,0,1,1,1,0
79623,0,1,0,0,1
79644,1,1,1,0,0
79646,0,1,1,0,0
79672,0,0,1,0,1
79695,0,1,1,0,1
79707,1,0,0,1,0
79717,0,0,1,1,0
79723,0,1,0,1,0
79751,0,0,0,1,1
79799,0,1,0,0,1
79813,1,0,1,0,0
79814,0,1,0,1,1
79837,1,0,1,0,1
79896,1,1,0,0,0
79901,0,1,1,0,0
7991,1,1,1,0,1
79948,0,1,0,0,1
79966,0,0,0,1,1
79993,0,1,0,1,1
80025,1,0,1,1,1
80055,1,1,0,0,0
80142,1,1,1,1,1
80146,1,0,1,0,1
80150,0,1,1,0,1
80162,0,1,1,1,0
80168,1,1,0,1,1
80201,0,0,1,1,1
80235,0,1,1,0,1
80270,0,1,0,0,1
80271,1,0,0,1,1
80308,0,1,1,1,0
80339,1,0,1,0,1
8034,1,0,0,1,1
80347,0,0,0,1,1
8041,0,1,0,0,0
8050,1,1,1,1,0
80704,0,0,1,1,0
80724,1,1,0,0,1
8085,1,0,0,1,0
80854,0,1,0,0,1
81031,0,0,1,0,1
8140,0,0,1,1,0
81490,1,1,1,0,0
81537,0,0,0,1,0
81539,1,0,0,1,1
81579,0,1,1,0,1
81616,1,1,1,0,0
8170,0,0,0,1,1
81849,1,0,0,1,0
81894,0,1,0,1,0
8228,1,0,0,1,0
8277,0,0,0,1,1
8288,0,0,0,1,1
8309,0,1,1,1,1
8310,0,1,0,1,1
83401,1,0,1,1,0
83468,0,1,1,1,0
83549,0,1,1,0,0
83594,1,1,0,0,0
83697,0,1,1,1,0
8372,1,0,1,0,0
83733,0,0,1,1,0
83852,0,1,0,1,0
83884,1,0,1,1,0
8394,1,0,1,1,1
8395,1,1,1,0,1
8396,1,1,1,1,0
8398,1,1,0,1,0
8399,0,1,0,1,1
84002,0,1,1,0,1
8402,1,1,0,0,1
84076,0,0,1,1,0
84105,1,0,0,0,1
84129,0,1,1,1,0
8424,1,1,0,0,1
84264,1,1,0,0,1
84274,0,1,0,0,1
8435,1,1,1,0,0
84444,0,1,0,0,1
8446,1,1,1,0,0
84513,0,0,1,0,1
84532,1,1,1,0,0
84569,0,1,1,0,0
84618,1,1,0,0,0
84649,1,1,1,1,0
84679,1,0,1,0,1
84693,1,1,1,0,0
847,0,0,1,1,0
84701,0,1,1,0,1
84706,1,1,1,0,0
84720,1,1,0,1,1
8473,0,0,1,0,1
84735,0,1,1,1,1
84750,1,0,1,0,1
84752,1,0,1,0,1
84787,1,0,1,0,0
84812,1,1,0,1,0
84814,1,0,1,0,1
84869,1,0,1,0,1
84889,1,1,1,0,0
84890,1,1,0,0,0
84912,0,1,1,0,1
84920,0,1,1,1,0
85007,1,1,0,1,0
8501,0,1,0,1,1
8503,0,1,1,1,1
8509,0,1,1,0,1
8513,0,1,0,1,1
8525,1,1,1,0,0
8526,1,1,0,0,1
8527,0,1,1,1,1
8528,1,1,1,1,1
8529,1,1,0,0,0
85320,1,1,0,0,0
8534,1,1,0,0,0
85465,1,1,0,0,1
8560,1,1,1,1,1
8564,0,1,1,0,1
8566,1,1,0,0,1
8574,1,1,1,0,0
8604,1,1,1,0,1
8608,1,0,1,1,0
8611,1,1,1,0,1
8612,0,0,1,1,0
8613,1,1,0,0,0
8622,0,0,1,1,0
8630,0,0,1,1,1
8639,1,1,0,1,1
8644,0,0,1,1,1
8647,0,1,1,0,1
8654,1,0,1,1,1
8659,1,1,1,1,1
8671,0,1,1,0,1
8693,1,1,0,0,0
8694,1,1,1,0,0
8702,0,0,1,1,1
8703,0,1,1,0,0
8704,0,0,1,1,1
8705,1,1,0,1,0
8706,1,1,1,1,1
8707,1,1,0,1,0
8708,0,1,0,1,1
8714,1,1,1,1,1
873,0,0,1,1,1
8733,0,1,0,1,1
874,1,1,1,0,0
875,1,0,0,0,1
8760,0,1,1,1,0
8776,0,1,1,0,0
8781,0,1,1,0,0
8789,0,0,1,1,0
8790,1,0,1,0,1
8801,0,1,1,0,1
8802,1,1,0,1,0
8803,1,0,1,1,0
8818,1,1,1,1,1
8821,1,0,0,1,1
8824,1,1,0,0,1
883,1,1,0,1,1
8833,0,1,1,0,0
8836,1,0,1,0,1
8854,1,1,1,1,1
8867,1,0,1,1,1
8869,0,0,1,1,0
8871,0,1,1,1,1
8875,0,1,1,1,1
8876,1,0,1,1,0
8877,1,0,0,0,1
8879,0,1,1,0,0
8884,0,1,1,0,0
8897,1,1,1,1,1
8898,0,0,1,1,0
8908,0,1,1,0,1
8942,0,1,0,0,0
8972,1,1,1,0,0
8974,0,1,0,1,0
89869,1,0,1,0,1
89872,1,0,1,1,0
89874,1,0,1,0,1
8992,1,0,1,0,1
9016,0,1,1,1,1
90161,0,1,1,0,0
9023,1,0,1,1,1
90423,0,1,0,1,1
9045,0,0,1,1,0
9056,0,1,0,0,0
9057,0,1,0,1,1
9058,1,1,1,0,1
9060,1,0,0,1,0
9061,0,1,0,0,1
90701,0,1,0,0,1
9091,0,1,1,1,1
91012,0,1,1,1,0
9107,1,1,0,0,1
9108,1,0,1,0,1
9114,0,1,1,0,1
91179,0,1,1,1,0
91227,0,0,0,1,1
9123,1,0,1,1,0
91373,1,1,0,0,0
9152,1,0,0,0,1
9153,0,1,1,0,1
9154,1,1,1,1,1
9162,1,0,0,0,1
9167,1,0,0,1,1
91703,1,1,0,1,1
91734,0,1,1,1,1
9187,0,1,1,1,1
9194,0,1,0,1,1
9197,1,1,0,0,1
9200,1,1,1,0,0
92086,0,0,0,1,1
9227,0,1,0,1,1
92370,0,0,1,0,1
9245,1,1,0,0,1
92483,1,1,0,1,0
9249,0,0,1,0,1
92579,1,1,0,0,1
92745,0,1,1,1,0
9296,1,1,1,0,1
93010,1,0,1,0,1
93034,0,1,1,1,0
93100,0,0,1,1,0
93183,0,1,1,0,0
9331,0,1,1,0,1
9334,1,1,0,0,0
9348,1,1,0,1,0
93492,1,0,0,0,1
93517,1,1,0,1,0
9356,1,1,1,0,0
9365,1,1,0,1,0
93650,0,1,0,1,0
9374,1,1,1,0,0
9376,0,1,1,1,0
9377,1,1,1,0,0
9380,0,0,0,1,1
9388,0,1,1,0,1
9390,0,0,0,1,1
9394,1,0,0,0,0
93979,1,0,0,0,1
94005,1,1,0,1,0
94033,0,0,0,1,1
9415,1,0,0,1,1
9420,0,1,1,0,0
9429,1,0,0,1,1
9435,1,1,1,0,0
9453,1,1,0,0,0
9468,1,1,1,0,1
9469,0,1,1,0,0
948,0,0,1,1,1
9481,0,0,1,1,1
9487,1,1,1,0,0
9488,0,0,0,1,1
9489,1,1,1,0,1
949,1,1,0,0,0
9497,1,1,0,0,0
9498,1,1,1,1,0
95,1,1,0,1,1
9514,0,0,0,1,1
9517,0,0,0,1,1
952,1,0,1,0,1
9524,1,0,0,1,1
953,0,1,0,1,1
9536,1,1,0,1,1
954,1,1,1,1,1
955,1,1,0,1,0
9550,1,1,1,0,1
9551,1,0,1,0,1
956,1,0,1,0,1
9562,1,1,0,0,1
9563,1,0,0,1,1
957,0,1,1,0,1
9583,1,0,1,1,1
9588,1,0,0,0,1
9615,1,1,0,0,1
9651,1,1,0,1,0
9653,0,0,0,1,1
9663,1,1,0,1,0
9677,0,1,0,1,0
97,0,0,1,1,1
9739,0,0,1,0,1
9757,1,0,1,0,0
978,0,0,0,1,1
9789,0,1,0,1,0
9791,1,1,1,0,0
98,0,1,1,0,0
9807,1,1,1,1,1
9843,1,1,0,0,0
9869,1,0,0,1,0
9890,1,0,1,1,0
9896,1,1,1,0,0
9917,0,1,1,1,0
9942,0,1,0,1,1
9945,0,0,0,1,1
9951,0,0,1,1,1
9953,0,0,1,1,0
9955,0,1,1,0,0
9956,1,1,0,0,0
9957,0,1,1,1,0
9962,1,0,1,1,1
9963,1,1,0,1,1
9990,1,1,0,1,0
