Var1,Gene_matrix1,Gene_matrix2,Gene_matrix3,Gene_matrix4,Gene_matrix5
51700,1,0,1,0,0
51703,1,0,0,1,1
51706,0,1,0,1,0
5172,0,1,1,1,1
51727,0,0,1,1,0
51733,1,1,0,1,1
51741,0,1,0,1,0
518,1,1,1,1,1
51805,1,1,1,1,0
51809,1,0,1,1,0
5184,1,0,0,0,1
5198,0,0,0,1,1
52,1,1,1,1,1
5205,1,0,0,0,1
5207,0,0,1,1,1
5208,1,1,0,0,1
5209,1,0,0,1,1
521,1,0,0,1,1
5210,0,1,1,1,0
5211,1,1,1,0,0
5213,0,0,1,1,0
5214,1,1,0,0,0
522,1,1,1,1,1
5223,1,0,1,0,0
5224,0,1,1,1,1
5226,0,1,0,0,1
523,0,1,1,0,1
5230,1,0,0,1,0
5232,1,0,1,0,0
5236,0,1,0,1,1
5238,0,1,0,1,0
5243,0,0,0,1,1
5244,1,1,1,1,1
525,0,1,1,0,1
5251,0,1,1,1,0
526,1,0,1,0,1
5264,0,1,1,1,1
527,1,1,0,1,0
5277,1,1,1,1,1
5279,1,1,0,1,1
528,1,1,1,1,1
5281,1,1,1,1,1
5283,1,0,1,1,1
5286,1,1,1,1,0
5287,1,1,1,0,1
5288,0,1,1,1,1
5289,1,0,1,0,1
529,1,0,1,0,1
5290,0,1,1,1,0
5291,1,1,1,1,0
5293,1,0,1,1,1
5294,1,0,1,0,0
5295,1,1,1,1,1
5296,1,1,1,0,0
5297,1,1,0,1,1
5298,1,1,1,0,1
53,0,1,0,1,0
5305,1,0,1,1,1
5313,1,1,0,1,1
5315,1,1,1,0,1
5319,1,1,0,0,0
5320,1,0,1,0,1
5321,1,1,0,1,1
5322,1,0,1,1,0
533,1,0,1,0,1
5330,1,0,1,0,0
5331,1,0,1,0,1
5332,1,1,1,1,1
5333,1,0,1,1,0
5334,0,1,1,0,1
5335,1,1,0,1,0
53354,1,1,1,1,1
5336,1,0,1,0,0
5337,0,1,1,0,1
5338,1,1,0,1,0
534,1,1,1,1,1
535,1,1,1,0,1
53630,0,1,1,1,1
5372,1,1,0,1,0
5373,0,1,1,0,1
539,1,0,0,1,1
53905,1,1,1,1,1
53919,1,0,0,1,1
53947,0,1,0,1,1
54,0,1,1,0,1
54020,1,0,0,1,1
5406,1,1,0,1,0
5407,0,1,0,1,1
5408,1,0,1,0,1
5409,1,1,0,1,0
54187,0,1,0,1,1
54363,0,0,1,0,1
54407,0,1,1,1,0
5446,1,0,0,1,0
54480,1,0,1,1,0
54490,0,1,1,0,1
54511,1,1,0,0,1
54539,1,0,0,1,0
54575,1,0,1,1,0
54576,0,1,1,0,1
54577,0,1,0,1,1
54578,0,1,0,1,1
54579,1,0,1,0,1
54600,1,1,0,1,0
5464,1,0,1,0,1
54657,1,0,1,0,1
54658,0,1,1,0,1
54659,1,0,1,1,0
54675,1,1,1,1,0
54677,1,0,1,0,1
54682,0,0,1,1,1
5471,1,1,0,0,0
54716,0,1,1,1,0
5476,1,0,1,1,0
548596,1,1,0,1,1
54872,1,1,1,1,0
54898,1,0,0,1,1
549,1,0,0,1,1
54904,0,1,0,0,1
54963,1,0,1,1,0
54965,1,1,1,0,0
5498,0,0,1,1,1
54981,1,1,0,1,0
54988,1,1,0,1,0
54995,1,0,0,0,1
55,1,0,1,1,1
55065,1,0,1,0,1
55066,0,1,1,0,0
55089,1,1,1,1,0
55163,0,0,0,1,1
55191,1,1,0,1,0
55217,0,1,0,1,1
55224,0,1,1,1,0
55229,1,1,0,0,0
55244,1,1,0,1,0
55256,0,0,1,1,0
55268,1,0,0,0,1
55276,1,0,1,0,1
55277,0,1,1,0,1
55293,1,0,1,0,0
55304,1,0,0,0,1
55312,0,1,1,0,1
55315,1,0,0,1,1
55326,0,0,1,1,1
55331,1,0,0,0,1
55343,1,1,0,0,1
55349,0,1,1,0,1
55350,1,1,1,0,1
55361,1,0,1,1,1
5538,1,0,0,0,1
55454,0,1,1,0,1
55500,1,1,1,0,0
55501,0,0,1,1,1
55512,0,1,1,1,1
55568,1,1,0,1,0
55577,1,0,1,0,0
55586,0,1,1,0,1
55613,0,0,0,1,1
55624,0,1,0,0,1
55627,1,1,0,0,1
55650,0,1,1,1,1
55748,0,1,0,0,1
55750,1,0,1,0,0
55757,1,0,1,0,0
55790,1,1,0,1,0
55808,1,1,0,1,0
55811,1,1,1,1,0
55825,1,0,1,1,0
55830,1,0,0,1,0
55856,1,0,0,0,1
55867,1,0,1,1,0
55870,0,1,1,0,0
55902,1,1,1,0,1
55904,0,0,1,1,1
55907,1,0,1,1,1
55967,1,1,0,1,0
5625,0,0,0,1,1
56261,0,1,0,1,1
56301,1,1,1,0,0
5631,0,0,1,0,1
5634,0,1,0,0,1
56474,0,0,1,0,1
56548,0,1,0,1,1
5660,0,1,1,0,0
56606,0,1,0,1,1
56623,0,1,1,1,0
56624,0,0,1,0,1
56848,1,0,0,1,1
56886,0,1,0,1,0
56894,1,1,1,1,0
56895,1,1,0,0,1
56898,0,1,0,1,0
56913,1,1,0,1,0
56922,1,1,1,0,0
56953,0,0,1,1,1
56954,0,0,1,1,0
56983,0,1,0,1,0
56994,1,1,0,1,0
570,1,0,1,1,1
57016,0,0,1,0,1
57026,0,1,1,0,1
57030,0,1,0,1,0
57084,0,1,0,0,1
57094,1,0,0,0,1
57104,0,1,1,0,1
57127,1,1,0,0,1
57171,0,1,0,0,1
57194,1,1,1,0,0
57198,1,1,0,0,0
5723,1,1,0,1,0
5728,1,0,1,1,1
57282,1,1,0,1,0
5730,0,0,0,1,1
57379,1,0,1,0,1
57393,1,1,0,1,1
5740,0,1,1,0,0
57419,0,0,1,0,1
5742,1,1,1,1,0
5743,1,1,1,0,1
57468,0,1,0,0,1
57571,0,1,1,0,1
57665,1,1,0,0,1
57678,0,1,0,1,0
57704,0,0,0,1,1
57818,1,1,0,1,0
57834,1,1,0,0,0
57835,1,1,1,1,1
5805,1,0,0,0,1
5825,1,1,1,0,0
5831,1,0,1,1,1
5832,1,0,1,0,0
5833,0,0,0,1,1
5834,1,0,0,1,0
5836,1,0,1,1,0
5837,0,1,0,0,1
58478,0,1,1,0,0
58508,1,0,0,1,1
58510,1,1,0,0,1
586,0,1,1,0,1
5860,1,1,1,0,0
587,1,0,1,0,1
590,0,1,0,0,1
59272,1,1,1,0,1
593,0,1,1,1,0
594,1,1,1,1,1
5947,0,1,1,0,1
5948,1,0,1,1,0
5950,1,0,1,0,1
5959,0,0,1,0,1
5973,1,1,0,0,0
6005,1,1,1,0,0
60386,1,0,1,0,0
60481,0,0,1,1,1
60482,0,1,1,0,1
60490,0,0,1,0,1
60559,0,1,0,1,0
6120,1,1,0,1,1
622,1,1,1,1,1
6240,0,1,1,0,1
6241,0,0,1,1,0
6296,0,1,0,1,1
6303,1,1,0,0,0
6307,1,0,1,1,1
6309,1,1,1,0,0
6319,1,1,0,0,1
6342,1,1,0,0,0
635,0,1,1,1,1
6389,1,1,0,1,0
6390,0,1,0,1,1
6391,1,0,1,1,0
63917,1,1,1,0,1
6392,0,1,1,0,1
64064,1,0,0,1,1
64077,0,1,0,1,1
64078,0,1,1,1,0
64080,0,1,0,1,0
64087,0,1,1,1,0
64122,1,1,0,1,0
64131,1,1,0,1,0
64132,0,1,1,0,1
641371,1,1,0,0,0
641372,0,1,1,1,0
641649,1,0,1,1,0
64174,0,1,0,1,1
64180,1,0,1,1,0
6419,1,0,0,1,0
64220,1,1,0,1,0
64240,1,1,0,0,0
64241,0,1,1,0,0
64324,0,1,0,1,0
644,1,0,1,1,1
64419,1,0,1,0,1
644378,1,0,1,0,0
6448,1,1,1,0,0
644974,1,0,1,0,1
64499,0,0,1,1,0
645,0,1,1,1,1
645740,0,1,1,0,1
64579,0,1,1,0,1
64600,0,1,0,1,1
646480,1,0,1,1,0
646486,0,1,1,0,1
6470,1,1,1,1,1
64711,1,0,0,1,1
6472,1,0,1,1,1
64748,1,0,0,1,0
64754,0,0,1,0,1
6476,1,1,1,0,0
64781,1,1,1,1,1
64802,1,1,0,0,0
64816,0,1,1,1,1
6482,1,0,1,1,1
6483,0,1,0,1,1
64834,1,0,1,0,1
6484,0,1,1,0,1
64841,0,1,0,0,1
64849,1,1,0,1,1
64850,0,1,1,1,0
6487,1,1,1,1,1
6489,1,0,1,1,0
64900,0,1,0,1,0
64902,1,1,1,0,0
65010,1,1,1,1,1
6505,1,0,1,1,1
6506,1,1,1,0,1
6507,1,1,0,1,1
6508,1,0,1,1,1
6509,1,1,0,0,1
6510,1,0,0,1,1
6511,0,1,1,1,1
6512,1,1,1,1,0
6513,1,1,0,0,1
6514,1,1,1,0,0
6515,1,0,0,1,1
6517,1,1,1,0,0
6518,0,0,1,1,1
6519,1,0,1,1,1
6520,0,1,1,1,0
6521,0,1,0,1,1
6522,0,1,1,0,1
65220,1,1,0,0,1
6523,0,1,0,1,0
6524,0,1,1,0,1
6526,0,1,0,1,1
65263,1,1,0,0,0
6528,0,1,1,0,1
6529,1,0,1,0,0
6530,0,1,0,1,0
6531,0,0,1,0,1
6532,1,1,0,1,0
6533,1,1,0,1,0
6534,1,1,1,0,0
6535,0,1,0,1,1
6536,1,0,1,1,1
6538,0,1,0,1,0
6539,1,0,0,1,0
6540,0,0,1,0,1
6541,1,1,0,0,1
6542,0,0,1,1,1
6543,1,1,1,0,0
6546,0,1,0,1,1
6547,1,1,1,1,1
6548,1,1,0,0,0
6549,0,0,1,1,0
6550,0,1,1,0,0
6553,0,1,1,1,0
6554,0,1,1,0,1
6555,1,0,1,1,0
6556,1,1,0,0,0
6557,0,1,1,1,0
6558,0,0,1,1,1
6559,1,0,1,0,0
6560,0,1,0,1,1
6561,1,0,0,1,1
6563,1,0,0,1,0
6564,0,0,1,1,1
6565,1,1,1,0,1
6566,0,0,0,1,1
6567,0,1,1,0,1
6568,0,1,1,0,0
6569,0,1,1,0,0
6570,0,1,0,1,0
6571,0,0,1,0,1
6572,1,1,0,1,0
6573,1,1,0,1,1
6574,0,0,1,1,1
6575,1,0,0,1,1
6576,1,1,1,1,0
6578,1,0,0,0,1
6579,1,1,0,1,0
6580,1,1,0,0,1
6581,1,0,0,1,0
6582,1,0,1,1,1
6583,0,1,1,0,1
6584,0,1,0,1,1
65985,1,1,1,1,0
66002,0,0,1,1,0
66035,1,0,0,1,1
6609,1,1,1,0,0
6610,0,1,1,1,0
6611,0,1,1,0,1
6646,0,1,1,1,0
6647,1,1,0,0,1
6648,1,0,0,1,1
6649,0,0,1,1,1
6652,1,0,0,0,1
6675,1,1,1,0,0
669,1,1,0,1,1
6697,1,1,1,0,0
6713,0,1,0,1,1
6715,1,1,0,1,0
6716,0,1,1,0,1
6718,0,0,1,1,1
6723,1,0,1,1,0
6783,1,0,1,1,0
6785,1,1,1,0,0
6799,0,1,1,0,1
6817,1,1,1,1,1
6818,1,1,1,1,1
6819,1,1,1,0,0
682,1,0,1,1,0
6820,1,1,1,1,0
6821,1,0,1,0,1
6822,0,0,1,0,1
6833,0,1,1,0,1
6839,1,1,1,0,0
686,1,1,1,1,0
6888,1,0,1,0,1
6898,1,1,1,0,1
6916,1,1,0,0,1
6999,0,1,1,1,0
7001,0,1,1,1,1
7054,1,1,1,1,1
7083,0,0,1,0,1
7084,1,0,0,1,0
7086,0,1,1,0,1
7108,1,1,1,0,1
7166,1,1,0,0,1
7167,0,1,0,1,0
7173,1,1,1,1,1
7177,0,1,1,0,0
7263,0,0,1,1,0
7264,1,1,1,0,0
728441,1,1,0,0,0
7296,1,1,1,1,1
7298,0,0,0,1,1
7299,1,0,1,0,0
7306,1,1,0,0,1
7350,1,1,0,0,0
7351,0,1,1,0,1
7352,1,1,1,1,1
7355,1,0,1,1,0
7357,1,0,1,0,1
7358,0,1,0,1,1
7360,1,1,1,0,1
7363,1,0,1,0,1
7364,1,1,0,1,0
7365,1,1,0,1,0
7366,0,1,1,0,1
7367,1,0,1,1,0
7368,0,1,0,1,0
7371,1,1,0,0,0
7372,1,1,1,1,0
7378,1,1,0,1,1
7381,0,1,1,0,0
7384,0,0,1,1,0
7385,0,0,1,1,0
7386,0,0,0,1,1
7388,0,0,0,1,1
7389,1,1,0,0,0
7390,0,0,1,0,1
7468,1,0,0,0,1
747,1,0,1,0,0
7498,0,1,0,1,1
759,1,0,0,0,1
760,0,1,0,0,1
761,1,1,1,0,0
762,1,1,0,0,0
763,1,1,0,1,1
765,0,0,1,0,1
766,0,1,1,1,0
767,0,0,1,1,0
768,1,0,1,0,0
771,1,1,1,1,1
7779,0,0,1,1,0
7837,0,0,1,0,1
788,1,1,0,1,1
790,1,1,1,1,0
79017,0,0,1,1,1
7903,0,1,1,1,0
79071,0,1,1,1,0
79077,1,0,0,1,0
79087,0,0,1,0,1
7915,1,1,0,1,1
79178,1,1,0,1,0
7923,1,1,1,1,0
79369,0,0,1,1,1
7941,1,0,0,1,1
79411,1,0,1,1,0
79581,0,1,0,1,1
79586,1,0,0,1,0
79603,0,1,0,1,0
79611,1,0,0,1,0
79623,1,1,0,1,1
79644,1,1,0,1,0
79646,0,0,1,1,0
79672,0,1,0,0,1
79695,0,0,1,1,1
79707,1,0,1,0,0
79717,1,0,0,1,1
79723,1,0,1,0,0
79751,0,1,0,1,0
79799,0,1,0,1,0
79813,0,1,0,0,1
79814,0,1,0,1,0
79837,1,1,1,0,0
79896,1,1,0,1,0
79901,1,1,0,0,1
7991,1,1,1,1,0
79948,1,0,1,0,0
79966,1,0,0,0,1
79993,0,1,1,0,1
80025,1,1,1,1,1
80055,1,0,0,1,1
80142,1,1,1,1,1
80146,1,1,0,1,0
80150,0,1,1,1,1
80162,0,0,1,1,1
80168,1,0,1,1,0
80201,1,0,0,1,0
80235,0,1,1,1,1
80270,1,1,0,1,0
80271,1,0,1,1,0
80308,1,1,1,1,1
80339,1,1,1,0,0
8034,1,1,0,1,1
80347,0,0,1,0,1
8041,1,1,0,0,0
8050,0,1,1,0,0
80704,1,0,1,1,1
80724,0,1,0,1,1
8085,0,0,1,0,1
80854,1,0,0,1,0
81031,0,1,0,1,1
8140,1,0,1,1,0
81490,0,0,1,1,0
81537,0,0,0,1,1
81539,1,1,1,0,1
81579,0,1,1,0,1
81616,1,1,0,0,1
8170,0,1,0,0,1
81849,0,1,1,0,1
81894,1,1,0,0,0
8228,0,1,0,1,1
8277,0,1,0,0,1
8288,1,0,0,1,1
8309,1,1,0,1,1
8310,0,0,1,1,0
83401,1,1,0,1,0
83468,1,0,1,0,1
83549,0,1,1,0,0
83594,0,1,1,0,0
83697,1,0,1,1,0
8372,1,1,0,1,0
83733,1,0,1,0,0
83852,1,0,0,0,1
83884,1,0,1,1,1
8394,1,1,1,0,1
8395,0,1,1,1,1
8396,1,1,1,1,1
8398,1,1,0,1,1
8399,0,0,1,1,0
84002,0,1,1,1,1
8402,0,1,1,1,0
84076,1,0,1,1,0
84105,1,1,0,0,1
84129,1,1,0,1,0
8424,1,1,1,1,0
84264,0,1,1,0,1
84274,0,1,1,1,0
8435,0,0,0,1,1
84444,0,1,1,0,1
8446,0,1,1,0,1
84513,1,0,0,1,0
84532,0,0,1,0,1
84569,0,1,1,1,0
84618,0,1,0,0,0
84649,1,0,0,1,1
84679,0,0,1,0,1
84693,1,0,1,0,1
847,1,0,1,1,1
84701,1,0,1,0,1
84706,0,1,1,1,1
84720,1,1,1,1,1
8473,1,0,0,1,0
84735,1,0,0,1,0
84750,0,1,0,1,0
84752,0,1,0,1,1
84787,0,0,0,1,1
84812,0,1,0,0,1
84814,0,1,0,1,1
84869,0,1,0,0,1
84889,0,1,1,1,1
84890,0,1,1,0,0
84912,1,0,1,1,0
84920,0,1,0,1,0
85007,1,0,1,0,0
8501,1,1,0,1,0
8503,1,1,0,0,1
8509,1,0,1,0,1
8513,1,0,1,1,0
8525,1,1,1,0,0
8526,1,0,0,0,1
8527,0,1,1,0,0
8528,1,0,0,1,1
8529,1,1,0,0,1
85320,0,1,0,1,1
8534,0,1,1,0,0
85465,1,0,1,0,0
8560,1,1,1,0,1
8564,0,1,0,0,1
8566,1,0,1,1,0
8574,1,1,1,1,0
8604,0,0,1,1,0
8608,1,0,0,1,0
8611,1,1,1,0,1
8612,0,0,0,1,1
8613,1,1,0,0,0
8622,0,1,1,0,0
8630,1,0,1,1,0
8639,1,1,1,0,0
8644,1,0,1,1,0
8647,1,0,1,0,1
8654,0,0,1,1,1
8659,1,1,1,1,1
8671,1,1,0,0,0
8693,1,0,1,0,0
8694,0,0,1,1,1
8702,1,0,0,1,0
8703,0,1,0,0,1
8704,1,1,1,1,0
8705,1,1,0,1,0
8706,1,1,1,1,1
8707,0,1,0,0,1
8708,1,0,1,0,0
8714,1,1,1,1,1
873,1,0,1,0,1
8733,1,1,0,1,1
874,1,0,1,0,0
875,1,1,0,0,0
8760,0,1,0,1,1
8776,0,1,0,1,1
8781,1,0,1,0,1
8789,1,1,1,0,0
8790,0,0,1,1,1
8801,0,1,0,0,1
8802,1,0,0,1,0
8803,1,0,1,0,0
8818,1,1,1,1,1
8821,1,0,1,1,0
8824,1,1,1,0,1
883,0,1,1,0,0
8833,1,0,1,1,0
8836,0,1,1,1,0
8854,1,1,1,1,1
8867,1,1,1,1,1
8869,0,0,1,1,1
8871,1,1,0,1,1
8875,1,1,0,1,0
8876,1,0,1,0,1
8877,1,1,0,0,1
8879,0,1,1,0,0
8884,0,1,1,1,1
8897,1,1,1,1,0
8898,1,0,0,1,1
8908,1,0,0,1,1
8942,1,1,0,0,1
8972,0,1,1,0,1
8974,0,0,1,1,0
89869,1,0,0,1,0
89872,1,1,0,1,0
89874,0,0,1,1,1
8992,0,1,1,0,1
9016,1,1,1,1,1
90161,0,1,1,1,0
9023,1,1,1,1,0
90423,1,0,1,1,1
9045,0,0,1,1,1
9056,0,1,1,0,0
9057,1,1,0,1,1
9058,1,1,1,0,0
9060,1,0,0,1,1
9061,1,1,0,0,1
90701,1,0,0,1,0
9091,1,1,1,1,1
91012,0,0,1,0,1
9107,1,1,0,1,0
9108,0,1,1,0,0
9114,1,1,0,1,1
91179,0,1,1,0,1
91227,1,0,0,0,1
9123,0,1,1,0,0
91373,0,1,1,1,0
9152,1,1,1,0,0
9153,0,0,1,1,1
9154,1,1,1,0,1
9162,1,0,0,0,1
9167,0,1,0,0,1
91703,1,0,1,1,0
91734,0,1,0,1,0
9187,1,0,0,1,0
9194,0,0,1,1,0
9197,0,1,0,1,0
9200,1,0,1,0,1
92086,1,0,0,0,1
9227,1,1,0,0,1
92370,0,1,0,1,1
9245,1,0,1,0,1
92483,1,0,0,1,0
9249,1,0,1,0,1
92579,0,1,1,0,1
92745,1,0,1,1,1
9296,0,1,0,1,1
93010,0,0,1,0,1
93034,1,0,1,1,1
93100,0,1,0,1,1
93183,1,1,0,0,1
9331,1,0,1,0,0
9334,1,0,0,1,0
9348,0,1,0,1,1
93492,1,1,0,0,0
93517,1,0,1,0,0
9356,0,1,0,0,1
9365,0,1,0,0,1
93650,1,0,1,1,0
9374,1,1,1,0,0
9376,1,0,1,0,0
9377,0,1,0,1,1
9380,0,1,0,1,0
9388,1,0,0,1,0
9390,0,0,0,1,1
9394,1,1,0,0,0
93979,1,1,0,0,0
94005,1,0,1,1,0
94033,1,0,0,0,1
9415,1,1,1,0,0
9420,1,1,1,0,0
9429,0,1,1,0,1
9435,0,0,1,1,0
9453,0,1,1,1,0
9468,1,0,1,0,1
9469,1,0,1,1,0
948,1,0,0,0,1
9481,1,1,0,1,0
9487,0,0,1,0,1
9488,1,1,0,1,1
9489,1,1,0,1,1
949,0,1,0,1,1
9497,1,1,1,0,0
9498,1,0,1,0,1
95,1,1,1,1,0
9514,0,1,0,0,1
9517,0,0,0,1,1
952,1,1,1,0,0
9524,1,0,1,0,0
953,1,0,0,1,1
9536,1,0,1,1,1
954,0,1,1,1,1
955,1,1,1,0,0
9550,0,1,0,1,1
9551,1,1,1,1,1
956,1,1,0,0,1
9562,1,1,0,1,0
9563,0,1,0,1,1
957,0,1,1,1,0
9583,0,1,0,0,1
9588,1,1,0,0,1
9615,1,0,1,1,1
9651,0,1,0,1,0
9653,1,1,0,0,1
9663,0,0,1,0,1
9677,1,0,1,0,0
97,1,1,1,1,1
9739,1,1,0,0,1
9757,0,0,1,1,1
978,0,1,0,1,1
9789,1,0,1,0,0
9791,0,1,1,0,0
98,0,1,1,0,1
9807,1,1,1,1,0
9843,0,1,0,1,1
9869,0,1,1,0,0
9890,0,1,0,0,1
9896,0,1,1,1,0
9917,1,0,0,1,0
9942,1,0,1,0,1
9945,0,1,0,0,1
9951,1,0,0,1,1
9953,0,0,1,1,1
9955,0,1,1,1,0
9956,1,1,1,0,0
9957,0,0,1,1,1
9962,1,1,1,1,1
9963,1,1,1,1,1
9990,1,0,0,1,0
