EnsemblGeneID,GeneID,Var1,RHC3555__Bcell__#7DEA7B,RHC3557__Bcell__#7DEA7B,RHC3562__Bcell__#7DEA7B,RHC3594__Bcell__#7DEA7B,RHC3596__Bcell__#7DEA7B,RHC3600__Bcell__#7DEA7B,RHC3602__Bcell__#7DEA7B,RHC3633__Bcell__#7DEA7B,RHC4079__Fibroblast__#FB4E09,RHL2786__Bcell__#7DEA7B
ENSG00000111424,7421,chr12:48235319-48336831_VDR_ENSG00000111424.6,0,13.4958,2.22951,0,13.3893,40.6898,0,0,0,1.21724
ENSG00000111432,11211,chr12:130647003-130650285_FZD10_ENSG00000111432.4,0,0,0,0,0,0,0.226975,0,0,0
ENSG00000111445,5985,chr12:118451392-118500235_RFC5_ENSG00000111445.9,0,0,0,0,0,0,0,0,0,0
ENSG00000111450,2054,chr12:131274144-131323811_STX2_ENSG00000111450.9,0,0,0,0,0,0.434856,0,0,0,0
ENSG00000111452,283383,chr12:131438451-131626014_GPR133_ENSG00000111452.8,0,0,0,0,0,0,0,0,0,0
ENSG00000111481,22818,chr12:54624723-54745633_COPZ1_ENSG00000111481.5,0,0,0,0,0.677011,0,0,0,228.779,93.4104
ENSG00000111490,23329,chr12:65174588-65274812_TBC1D30_ENSG00000111490.8,0,0,0,0,4.37561,0,0,0,0,0
ENSG00000111530,55832,chr12:67663060-67713731_CAND1_ENSG00000111530.8,0,0,0,0,0,0.434988,0.119915,0.163909,0,0
ENSG00000111536,55801,chr12:68383224-68628466_IL26_ENSG00000111536.4,0,0,0,0,0,0,0,0,0,0
ENSG00000111537,3458,chr12:68383224-68628466_IFNG_ENSG00000111537.4,0,0,0,0,1.79623,0,0,0,0,0
ENSG00000111540,5869,chr12:56367696-56388490_RAB5B_ENSG00000111540.11,0,0,0,0,2.43471,0,1.43283,0,1.16677,0.000201284
ENSG00000111554,56890,chr12:68666222-68726161_MDM1_ENSG00000111554.10,0,0,0,0,0,0,0,0,0,0
ENSG00000111581,57122,chr12:69068150-69136785_NUP107_ENSG00000111581.5,0,54.2334,0,29.7521,0,0,0,0,0,0
ENSG00000111596,4848,chr12:70132460-70748773_CNOT2_ENSG00000111596.7,0,283.37,59.6299,0,0.433855,0,0,5.87833,0,0
ENSG00000111602,8914,chr12:56810902-56843187_TIMELESS_ENSG00000111602.7,0,0,0,0,0,0,0,0,0,34.4225
ENSG00000111605,11052,chr12:69633316-69668138_CPSF6_ENSG00000111605.12,0,0,25.4937,0,0,0,0,0.0921518,0,0
ENSG00000111615,11103,chr12:75874459-75905416_KRR1_ENSG00000111615.8,0,8.02557,0,0,0,0.881642,1.70303,3.01693,40.5722,1.43474
ENSG00000111639,51258,chr12:6601149-6641121_MRPL51_ENSG00000111639.3,116.196,0,13.4856,17.609,160.386,0,35.223,27.4377,142.794,1391.03
ENSG00000111640,2597,chr12:6643092-6647537_GAPDH_ENSG00000111640.10,855.84,846.969,749.06,0,822.038,0,61.934,0,464.044,914.748
ENSG00000111641,4839,chr12:6666028-6677857_NOP2_ENSG00000111641.6,0,0,0,0,0,0,0,0,20.7656,91.6846
ENSG00000111642,1108,chr12:6679248-6716642_CHD4_ENSG00000111642.10,0,31.8309,0,0,52.8751,0,0.317559,0,0.0972557,0
ENSG00000111644,84519,chr12:6747240-6756626_ACRBP_ENSG00000111644.3,0,0,0,0,0,0,0,0,0,0
ENSG00000111647,23074,chr12:100422232-100536626_UHRF1BP1L_ENSG00000111647.8,0,0,0,0,0,0,0,0,0,0
ENSG00000111652,50813,chr12:6832906-6841041_COPS7A_ENSG00000111652.5,0,0,0,0,0,0,0,0,0,0
ENSG00000111653,51147,chr12:6759445-6772314_ING4_ENSG00000111653.15,0,0,0,0,0,0,0,0,0,0
ENSG00000111664,2784,chr12:6949117-6961230_GNB3_ENSG00000111664.6,0,0,0,0,0,0,0,0,0,0
ENSG00000111665,83461,chr12:6949117-6961230_CDCA3_ENSG00000111665.7,0,0,0,0,0,0,0,0,0,79.9083
ENSG00000111666,56994,chr12:102090724-102137918_CHPT1_ENSG00000111666.6,0,0,0,0,0,0,0,0,0,0
ENSG00000111667,8078,chr12:6961291-6975796_USP5_ENSG00000111667.9,0,3.25281,0,0,0,0,0,0,0.884722,0
ENSG00000111669,7167,chr12:6976282-7032861_TPI1_ENSG00000111669.10,664.696,4.71572,1182.23,8.26653,19.131,0,0,0,148.923,46.2574
ENSG00000111670,79158,chr12:102139274-102224716_GNPTAB_ENSG00000111670.10,0,25.1736,0,152.558,0,31.8639,0,0,0,0
ENSG00000111674,2026,chr12:6976282-7032861_ENO2_ENSG00000111674.4,0,0,0,0,0,139.209,0,0,0,0
ENSG00000111676,1822,chr12:7033625-7051484_ATN1_ENSG00000111676.10,0,0,0,0,2.056,0,0,0,0.448742,0
ENSG00000111678,113246,chr12:7052140-7055166_C12orf57_ENSG00000111678.6,0,0,15.6329,0,5.73495,0,410.757,0,730.276,0
ENSG00000111679,5777,chr12:7055630-7070479_PTPN6_ENSG00000111679.12,540.862,107.721,0,0,0,0,0,0,0,0
ENSG00000111684,10162,chr12:7072407-7178336_LPCAT3_ENSG00000111684.6,0,0,0,0,0,0,0,0,0,0
ENSG00000111696,51559,chr12:104164230-104234975_NT5DC3_ENSG00000111696.7,0,9.78189,0,0,0.0666939,0,1.47603,0,0,0
ENSG00000111700,28234,chr12:20963635-21392180_SLCO1B3_ENSG00000111700.8,0,0,0.199397,0.194939,1.57993,0,0.696816,0,0,0
ENSG00000111701,339,chr12:7801995-7818499_APOBEC1_ENSG00000111701.6,0,0,0,0,0,0,0,0,0,0
ENSG00000111704,79923,chr12:7940389-7948655_NANOG_ENSG00000111704.6,0,0,0.352186,0,0,0,0,0,0,0
ENSG00000111707,64426,chr12:118814184-118855840_SUDS3_ENSG00000111707.7,0,0.384379,0,0.6756,4.55861,1.86133,0,0,0,0
ENSG00000111711,51026,chr12:21654714-21671342_GOLT1B_ENSG00000111711.5,0,148.53,0,0,0,0,0,0,0,0
ENSG00000111713,2998,chr12:21679240-21757781_GYS2_ENSG00000111713.2,0,0,0,0,0,0,0,0,0,0
ENSG00000111716,3945,chr12:21788275-21928515_LDHB_ENSG00000111716.8,1137.54,0,0,3.32888,214.697,0,0,0,95.8216,157.208
ENSG00000111725,5564,chr12:119772516-120119435_PRKAB1_ENSG00000111725.6,5.02229,0,0,637.176,0,0,0,0,0,0
ENSG00000111726,55907,chr12:22199107-22589975_CMAS_ENSG00000111726.8,75.1821,2.18877,0,0,0,0,0.210001,0.444978,0,0
ENSG00000111727,29915,chr12:104458234-104498639_HCFC2_ENSG00000111727.7,0,0,0,0,0,0.145903,0,0,0,0
ENSG00000111728,6489,chr12:22199107-22589975_ST8SIA1_ENSG00000111728.6,0,0,0,0,0,0,0,0,0,0
ENSG00000111729,50856,chr12:8276227-8371507_CLEC4A_ENSG00000111729.8,0,0,0,0,0,0,0,0,0,0
ENSG00000111731,9847,chr12:22601516-22697480_C2CD5_ENSG00000111731.8,0,0,0,0,0,0,1.25906,0,0,0
ENSG00000111732,57379,chr12:8754761-8765467_AICDA_ENSG00000111732.6,0,0,0,0,0,0,0,0,0,0
ENSG00000111737,11021,chr12:120532898-120555306_RAB35_ENSG00000111737.7,0,0,0,0,0,0,0,0,0,0
ENSG00000111752,1911,chr12:9066491-9102551_PHC1_ENSG00000111752.6,0,0,0,0,0,0,0,0,0.0461927,0
ENSG00000111775,1337,chr12:120875892-120899389_COX6A1_ENSG00000111775.2,3241.66,50.6796,0,121.009,790.331,57.1281,212.874,459.428,905.622,1412.89
ENSG00000111783,5992,chr12:106751435-107283090_RFX4_ENSG00000111783.8,0,0,0,0,0,0,0,0,0,0
ENSG00000111785,55188,chr12:106751435-107283090_RIC8B_ENSG00000111785.14,0,0,0,0,0,82.8646,0,0,0,73.9522
ENSG00000111786,8683,chr12:120899470-120907596_SRSF9_ENSG00000111786.4,0.924912,11.2349,0,81.874,112.802,0,0,16.0934,62.1676,138.801
ENSG00000111790,26127,chr12:27091315-27119583_FGFR1OP2_ENSG00000111790.9,30.1616,0,10.7263,9.43652,0,1.04703,0.139473,0,195.975,0
ENSG00000111796,3820,chr12:9747146-9760482_KLRB1_ENSG00000111796.3,0,0,0,0,0,0,0,0,0,0
ENSG00000111799,1303,chr6:75794041-75915767_COL12A1_ENSG00000111799.16,0,0,0,0,0,0,0,0,134.218,0
ENSG00000111801,10384,chr6:26440699-26453643_BTN3A3_ENSG00000111801.11,12.8933,0,0,2.73445,0,0,0,1.418,0.332669,2.03553
ENSG00000111802,51567,chr6:24650204-24667261_TDP2_ENSG00000111802.9,0,4.39842,0,0,0,0,0,0,0,0
ENSG00000111816,2444,chr6:116252311-116381921_FRK_ENSG00000111816.6,0.139632,0,0,0,0,0,0,0,0,0
ENSG00000111817,29940,chr6:116575335-116762424_DSE_ENSG00000111817.12,0,0,0,0,0,0,0,0,0,0
ENSG00000111832,51389,chr6:116892529-116918838_RWDD1_ENSG00000111832.8,0,2.81018,0,2.10833,0.194092,0,8.29878,26.4634,13.915,0
ENSG00000111834,345895,chr6:116937641-116954148_RSPH4A_ENSG00000111834.8,0,0,0,0,0,0,0,0,0,0
ENSG00000111837,4117,chr6:10747991-10979553_MAK_ENSG00000111837.7,0,0,0,0,0,0.19273,0,0,3.85991,0
ENSG00000111843,51522,chr6:10723147-10731362_TMEM14C_ENSG00000111843.9,0,0,0,0,0,0,6.05129,0,53.1324,0
ENSG00000111845,55003,chr6:10671650-10710015_PAK1IP1_ENSG00000111845.4,0,100.5,0,0,0,0,0,122.169,0,0
ENSG00000111846,2651,chr6:10492455-10629601_GCNT2_ENSG00000111846.11,0,0,0,0,0,0,0,0,0,0
ENSG00000111859,4739,chr6:11173684-11382581_NEDD9_ENSG00000111859.12,0,78.7281,0,0,0,491.014,0.164329,8.99748,0.516244,0
ENSG00000111860,387119,chr6:118781934-119031238_CEP85L_ENSG00000111860.9,0,0,1.00348,0,0,0,0,0,0,0
ENSG00000111863,84830,chr6:11712286-11807279_ADTRP_ENSG00000111863.8,0,0,126.522,0,0,0,0,0,0,0
ENSG00000111875,25842,chr6:119134604-119470552_ASF1A_ENSG00000111875.7,0,0,0,0,0,0,0,8.59282,0,12.8562
ENSG00000111877,254394,chr6:119134604-119470552_MCM9_ENSG00000111877.13,0,0,0,0,0,0,0,0,0,0
ENSG00000111879,79632,chr6:119134604-119470552_FAM184A_ENSG00000111879.14,0,0,0,0.357073,0,0,0,0,0,0
ENSG00000111880,8732,chr6:89319984-89673348_RNGTT_ENSG00000111880.11,0,0,0,0,0,570.397,166.33,0,0,2.80753
ENSG00000111885,4121,chr6:119498373-119670926_MAN1A1_ENSG00000111885.5,184.373,0,0,1.07629,0.206076,4.03898,0,0,0.104352,13.8589
ENSG00000111886,2570,chr6:89966926-90025018_GABRR2_ENSG00000111886.9,0,0,0,0,0,0,0,0,0,0
ENSG00000111897,57515,chr6:122764498-122792967_SERINC1_ENSG00000111897.6,0,0.428282,6.64001,0,0.325672,0.330616,0,26.5975,2.10248,0
ENSG00000111906,51020,chr6:125440194-125623282_HDDC2_ENSG00000111906.13,0,130.158,0,0,227.387,0,173.966,0,0,0
ENSG00000111907,7164,chr6:125440194-125623282_TPD52L1_ENSG00000111907.16,0,0,0,0,0,0,0,0,0,0
ENSG00000111911,135114,chr6:126277926-126301387_HINT3_ENSG00000111911.5,0,0,0,0.239144,0,144.626,0,0,0,0
ENSG00000111912,135112,chr6:126102306-126252266_NCOA7_ENSG00000111912.14,0,164.101,173.409,0,0,0,0,107.03,0,0
ENSG00000111913,9750,chr6:24797548-25057301_FAM65B_ENSG00000111913.11,0,0,0,0,0,0,0,0,0,74.9013
ENSG00000111961,23328,chr6:148558720-148873186_SASH1_ENSG00000111961.12,0,0,0,0,0,0,0,0,0,0
ENSG00000111962,10090,chr6:149068463-149398126_UST_ENSG00000111962.7,0,0,0,0,0,0,0,0,0,0
ENSG00000111981,80329,chr6:150285142-150294846_ULBP1_ENSG00000111981.4,0,0,0,0,0,0.928534,0,0,0,0
ENSG00000112029,26271,chr6:153291663-153304714_FBXO5_ENSG00000112029.5,0,0,0,6.04684,0,0,0,0,0,0
ENSG00000112031,54516,chr6:153304884-153323820_MTRF1L_ENSG00000112031.11,0,0,0.655301,0,0,0,0,133.904,0,64.5544
ENSG00000112033,5467,chr6:35310334-35395968_PPARD_ENSG00000112033.9,0,0,0,0,0,0,0,0,0,0
ENSG00000112038,4988,chr6:154331630-154677926_OPRM1_ENSG00000112038.13,0,0,0,0,0,0,0,0,0,0
ENSG00000112039,2178,chr6:35420137-35434880_FANCE_ENSG00000112039.3,0,0,0,0,0,0,0,0,0,0
ENSG00000112041,7287,chr6:35465650-35480715_TULP1_ENSG00000112041.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112053,116369,chr6:35911290-35992645_SLC26A8_ENSG00000112053.9,0,0,0,0,0,23.9536,0,0,0,0
ENSG00000112062,1432,chr6:35995487-36079013_MAPK14_ENSG00000112062.6,0,739.422,15.5576,0,0,0,0,0,0,0
ENSG00000112077,6005,chr6:49572870-49604552_RHAG_ENSG00000112077.11,0,0,0,0,0,0,0,0,0,0
ENSG00000112078,222658,chr6:36322418-36458920_KCTD20_ENSG00000112078.9,58.9358,0,0,0,0.0370934,0,0.0709882,0.116838,3.137,0
ENSG00000112079,11329,chr6:36461668-36515247_STK38_ENSG00000112079.8,0,0,0,0.2387,0,0,0,0,20.6841,0
ENSG00000112081,6428,chr6:36562144-36573377_SRSF3_ENSG00000112081.12,0.38294,0,413.281,238.191,539.365,244.608,0.236416,110.637,295.615,360.78
ENSG00000112096,6648,chr6:160090088-160210781_SOD2_ENSG00000112096.12,0,187.165,42.3201,0.0198386,0.126589,0.166922,2.78155,0.189617,24.3567,610.162
ENSG00000112110,29074,chr6:160210843-160219468_MRPL18_ENSG00000112110.5,0,102.564,0,0,32.5017,0,0,0,0,69.1769
ENSG00000112115,3605,chr6:52051184-52055436_IL17A_ENSG00000112115.5,0,0,0,0,0,0,0,0,0,0
ENSG00000112116,112744,chr6:52101478-52109335_IL17F_ENSG00000112116.9,0,0,0,0,0,0,0,0,0,0
ENSG00000112118,4172,chr6:52128806-52149679_MCM3_ENSG00000112118.13,0,0,0.233553,0,0,0,0,66.4588,0,0
ENSG00000112130,9025,chr6:37321747-37362514_RNF8_ENSG00000112130.12,0,0,0,0,0,0,0,0,0,0
ENSG00000112137,221692,chr6:12717892-13328815_PHACTR1_ENSG00000112137.12,70.4616,0,489.283,0,0,0,0,0,0,0
ENSG00000112139,266727,chr6:37600283-37667082_MDGA1_ENSG00000112139.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112144,22858,chr6:52866076-52965671_ICK_ENSG00000112144.11,0,0.507592,0,0,0,0,0,0,0,0
ENSG00000112146,26268,chr6:52866076-52965671_FBXO9_ENSG00000112146.12,6.212,0,0,0,0,0,0,0.248414,0,16.102
ENSG00000112149,9308,chr6:14117871-14137149_CD83_ENSG00000112149.5,0,0,11.5398,0,0,0,0,0,0,0
ENSG00000112159,23195,chr6:90352217-90529442_MDN1_ENSG00000112159.7,0,208.97,0,0.385024,0.906716,0,0.228204,0,0.0236804,0
ENSG00000112164,2740,chr6:39016573-39055519_GLP1R_ENSG00000112164.5,0,0,0,0,0,0,0,0,0,0
ENSG00000112167,55776,chr6:39071839-39082965_SAYSD1_ENSG00000112167.5,0,0,0.656888,0,0,0,0,0,0,0
ENSG00000112175,653,chr6:55618442-55740362_BMP5_ENSG00000112175.6,0,0,0,0,0,0,0,0,54.6327,0
ENSG00000112182,60468,chr6:90636247-91006627_BACH2_ENSG00000112182.10,0,0,0,0,0,0,0,0,34.1427,0
ENSG00000112183,221662,chr6:17281576-17294106_RBM24_ENSG00000112183.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112186,10486,chr6:17393446-17558023_CAP2_ENSG00000112186.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112195,79865,chr6:41158014-41168932_TREML2_ENSG00000112195.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112200,26036,chr6:56951641-57087078_ZNF451_ENSG00000112200.12,5.01464,0,0,0,0,29.2876,0.328543,1.49409,0,0
ENSG00000112208,9532,chr6:56951641-57087078_BAG2_ENSG00000112208.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112210,51715,chr6:56951641-57087078_RAB23_ENSG00000112210.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112212,222642,chr6:40994771-41067715_TSPO2_ENSG00000112212.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112214,9457,chr6:97010423-97064512_FHL5_ENSG00000112214.6,0,0,0,0,0,0,0,0,0,0
ENSG00000112218,81491,chr6:97233012-97285353_GPR63_ENSG00000112218.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112232,202559,chr6:62340137-62996132_KHDRBS2_ENSG00000112232.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112234,26235,chr6:99316419-99395849_FBXL4_ENSG00000112234.4,0,0,0,0,0,0,0,0,0,0
ENSG00000112237,892,chr6:99990255-100016972_CCNC_ENSG00000112237.8,0,41.1231,0,0,0,0.880994,0,0,1.86402,261.604
ENSG00000112238,59336,chr6:100054605-100063454_PRDM13_ENSG00000112238.11,0,0,0,0,0,0,0.684718,0,0,0
ENSG00000112242,1871,chr6:20402397-20493941_E2F3_ENSG00000112242.10,0,0,0,0,0,0,0.407925,0,0,0
ENSG00000112245,7803,chr6:64231665-64293492_PTP4A1_ENSG00000112245.6,524.897,187.896,0,2.69896,0,0.0963449,2.37452,335.151,9.7063,0
ENSG00000112246,6492,chr6:100832890-100912805_SIM1_ENSG00000112246.5,0,0,0,0,0,0,0,0,0,0
ENSG00000112249,10973,chr6:100956069-101329248_ASCC3_ENSG00000112249.9,7.26111,0,0.374108,0.393309,15.8193,0,0,0,0,110.501
ENSG00000112273,154150,chr6:22569677-22571892_HDGFL1_ENSG00000112273.5,0,0,0,0,0,0,0,0,0,0
ENSG00000112276,11149,chr6:105544696-105627870_BVES_ENSG00000112276.9,0,0,0,0,0,0,0,0,0,0
ENSG00000112280,1297,chr6:70924763-71012786_COL9A1_ENSG00000112280.11,0,0,0,0,0,0,0,0,575.896,0
ENSG00000112282,9439,chr6:131894283-131949369_MED23_ENSG00000112282.13,0,364.214,0,3.4058,0,222.544,0,0,0,14.9592
ENSG00000112290,8936,chr6:110421021-110501207_WASF1_ENSG00000112290.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112293,2822,chr6:24403152-24537435_GPLD1_ENSG00000112293.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112294,7915,chr6:24403152-24537435_ALDH5A1_ENSG00000112294.8,0,1.24437,0,0,0,0,0,0,0,0
ENSG00000112297,202,chr6:106959729-107018326_AIM1_ENSG00000112297.10,0,3.99589,0,0,0.105913,0,0,0,0.0637427,0
ENSG00000112299,8876,chr6:133002728-133035188_VNN1_ENSG00000112299.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112303,8875,chr6:133065008-133084598_VNN2_ENSG00000112303.9,0,0,0,0,0,0,0,0,0,0
ENSG00000112304,55856,chr6:24667262-24721064_ACOT13_ENSG00000112304.6,0,34.0038,0.299101,0,0,0,0,0,0.673493,20.4758
ENSG00000112305,60682,chr6:71377478-71666741_SMAP1_ENSG00000112305.10,0,6.06771,0,0.53909,0,8.70935,0,0,18.9155,0
ENSG00000112306,6206,chr6:133135579-133138703_RPS12_ENSG00000112306.7,975.233,837.566,0,182.329,457.269,193.768,880.729,364.214,393.781,1775.5
ENSG00000112308,81688,chr6:24667262-24721064_C6orf62_ENSG00000112308.8,0,1011.55,5.94189,69.414,37.2175,6.34307,0,1678.08,17.2909,20.2749
ENSG00000112309,135152,chr6:71377478-71666741_B3GAT2_ENSG00000112309.6,0,0,0,13.9709,0,0,0,0,1.2017,0
ENSG00000112312,51053,chr6:24775158-24786327_GMNN_ENSG00000112312.5,0.58097,110.881,0,0,0,0,0.835769,0,0,461.178
ENSG00000112319,2070,chr6:133561735-134216691_EYA4_ENSG00000112319.13,0,0,0,0,0,0,0,0,0,0
ENSG00000112320,55084,chr6:107811161-107981357_SOBP_ENSG00000112320.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112333,7101,chr6:108487261-108510013_NR2E1_ENSG00000112333.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112335,8724,chr6:108532425-108582464_SNX3_ENSG00000112335.10,0,0,0,10.4184,11.1985,0.502962,0,0,155.051,299.527
ENSG00000112337,10246,chr6:25912981-25930946_SLC17A2_ENSG00000112337.6,0,0,0,0,0,0,0,0,0,0
ENSG00000112339,10767,chr6:135281515-135424194_HBS1L_ENSG00000112339.10,39.5455,10.8924,72.1487,0,0,0,0,0,0,0
ENSG00000112343,10475,chr6:25963029-26002003_TRIM38_ENSG00000112343.8,0,9.22199,0,0.0623881,0,0,0,0.362924,0,134.663
ENSG00000112357,5191,chr6:137143716-137235075_PEX7_ENSG00000112357.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112365,9841,chr6:109765264-109804440_ZBTB24_ENSG00000112365.4,0,8.60189,0,0,0,0,0,0,0,0
ENSG00000112367,9896,chr6:110012498-110146631_FIG4_ENSG00000112367.6,0,0,0,0,0,0,0,0,0,0
ENSG00000112378,64065,chr6:138409641-138428648_PERP_ENSG00000112378.11,0,5.32587,0,0,15.4961,11.9619,0,0,0,0
ENSG00000112379,57221,chr6:138483057-138665800_KIAA1244_ENSG00000112379.8,0,1.36447,0,0,0,0.0482812,0,0,0,0
ENSG00000112394,117247,chr6:111408780-111580237_SLC16A10_ENSG00000112394.12,0.468896,0,0,0,0,0,3.91367,0,0,0
ENSG00000112406,51696,chr6:139456248-139613276_HECA_ENSG00000112406.4,0,0,0,0,0,0,0,0,0,6.16156
ENSG00000112414,57211,chr6:142622990-142767403_GPR126_ENSG00000112414.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112419,9749,chr6:143857981-144184949_PHACTR2_ENSG00000112419.10,0,0,0,0.103191,0.128346,0.051765,0,0,0.556761,1.19172
ENSG00000112425,7957,chr6:145822718-146058354_EPM2A_ENSG00000112425.9,0,0,0,0,0,0,0,0,0,0
ENSG00000112462,81797,chr6:29323006-29424848_OR12D3_ENSG00000112462.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112473,7922,chr6:33161364-33172216_SLC39A7_ENSG00000112473.12,0,242.13,0,0,39.234,0,81.0481,0,0,0
ENSG00000112486,1235,chr6:167412669-167553184_CCR6_ENSG00000112486.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112494,54346,chr6:167684656-167729507_UNC93A_ENSG00000112494.5,0,0,0,0,0,0,0,0,0,0
ENSG00000112499,6582,chr6:160592092-160698670_SLC22A2_ENSG00000112499.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112511,5252,chr6:33378175-33386094_PHF1_ENSG00000112511.13,0,0,250.528,0,5.89977,1.2762,0.337086,0,0,0
ENSG00000112514,51596,chr6:33378175-33386094_CUTA_ENSG00000112514.11,0,50.9726,619.919,2.54891,13.7808,0,0,0,146.511,11.6611
ENSG00000112530,135138,chr6:161768451-163736524_PACRG_ENSG00000112530.7,0,0,0,0,0,44.7004,0,0,0,0
ENSG00000112531,9444,chr6:163835031-163999628_QKI_ENSG00000112531.12,0,0,0,0,141.702,0,0,0,0,0
ENSG00000112539,168090,chr6:165693152-165723096_C6orf118_ENSG00000112539.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112559,4188,chr6:41604619-41621984_MDFI_ENSG00000112559.9,0,0,0,0,0,0,0,0,0,0
ENSG00000112561,7942,chr6:41651715-41703997_TFEB_ENSG00000112561.13,0,0,0,0,0,0,0,0,0,0
ENSG00000112562,64094,chr6:168841830-169073984_SMOC2_ENSG00000112562.14,0,0,0,0.158662,0,4.24085,0,0,0,0
ENSG00000112576,896,chr6:41902670-42018095_CCND3_ENSG00000112576.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112578,705,chr6:41888925-41900784_BYSL_ENSG00000112578.5,0,0,0,0,0,0,0,0,0,0
ENSG00000112584,84498,chr6:170599790-170716153_FAM120B_ENSG00000112584.9,0.807173,0,0,0,0,0,0,0,0,0
ENSG00000112592,6908,chr6:170863389-170881958_TBP_ENSG00000112592.8,1.10896,0,0,0,0,0,0.830118,0,0,0
ENSG00000112599,2979,chr6:42152138-42162654_GUCA1B_ENSG00000112599.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112619,5961,chr6:42664339-42690312_PRPH2_ENSG00000112619.6,0,0,0,0,0,0,0,0,0,0
ENSG00000112624,23506,chr6:42749764-42836298_GLTSCR1L_ENSG00000112624.8,0,0.30212,0,0,0.171368,0,0,0,7.71566,0
ENSG00000112640,5528,chr6:42952236-42981706_PPP2R5D_ENSG00000112640.10,0,0,0,0,0,0,0,0,0,0
ENSG00000112651,51069,chr6:43005354-43042837_MRPL2_ENSG00000112651.7,0,0,0,0,0,0,0,0,101.04,0
ENSG00000112655,5754,chr6:43044005-43129457_PTK7_ENSG00000112655.11,0,0,0,0,0,0,0,0,2.53241,0
ENSG00000112658,6722,chr6:43139036-43149243_SRF_ENSG00000112658.6,0,0,0,0,77.7648,0,0,0,0.931279,0
ENSG00000112659,23113,chr6:43149912-43192325_CUL9_ENSG00000112659.9,0,0,0,0,0,0,0,0,0,0
ENSG00000112667,10591,chr6:43193366-43197222_DNPH1_ENSG00000112667.8,0,0,0,0,0,0,0,0,0,0
ENSG00000112679,56940,chr6:291629-351355_DUSP22_ENSG00000112679.10,560.848,0,0,0,0,0,0,0,0,0
ENSG00000112685,55770,chr6:485132-693117_EXOC2_ENSG00000112685.9,0,0,0,0,0,0,0,0,1.04298,0
ENSG00000112695,1347,chr6:75947390-75960039_COX7A2_ENSG00000112695.7,2064.1,32.4509,39.8726,0,43.7847,538.393,196.391,114.203,619.411,2065.97
ENSG00000112697,55754,chr6:75962639-75994684_TMEM30A_ENSG00000112697.11,0,0,0,0,1.91806,0,0,0,5.97684,0
ENSG00000112699,2762,chr6:1624040-2245926_GMDS_ENSG00000112699.6,0,0,0,0,0,3306.12,0,0,29.4818,0
ENSG00000112701,26054,chr6:76311224-76427997_SENP6_ENSG00000112701.13,60.6123,581.883,0,0,0,61.4662,15.2422,0,0,0
ENSG00000112706,3617,chr6:76630831-76782395_IMPG1_ENSG00000112706.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112715,7422,chr6:43737920-43754224_VEGFA_ENSG00000112715.16,0,23.6579,0.385613,0,13.4687,0,0,0,0,0
ENSG00000112739,8899,chr6:4021500-4157619_PRPF4B_ENSG00000112739.12,0,4.15806,0,1.7976,7.81241,252.038,2.06225,0,22.4551,0
ENSG00000112742,7272,chr6:80713603-80752244_TTK_ENSG00000112742.5,0,0,0,0,0,0,0,0,0,0
ENSG00000112759,2030,chr6:44187241-44201888_SLC29A1_ENSG00000112759.12,0,0,0,0,553.14,0,0,0,0,0
ENSG00000112761,8838,chr6:112375274-112408732_WISP3_ENSG00000112761.14,0,0,0,0,13.0458,0,0,0,0,0
ENSG00000112763,11120,chr6:26458149-26476849_BTN2A1_ENSG00000112763.11,0,49.0651,0,21.4914,0,0,18.8261,0,0,0
ENSG00000112769,3910,chr6:112429962-112672498_LAMA4_ENSG00000112769.14,0,0,0,0,0,0,0,0.286502,192.513,0
ENSG00000112773,55603,chr6:82201155-82462491_FAM46A_ENSG00000112773.11,0,3.2181,0,0,0,0,0,0,0,0
ENSG00000112782,53405,chr6:45868044-46048132_CLIC5_ENSG00000112782.11,0,0,0,0,0,0,0,0,0,76.1512
ENSG00000112787,57666,chr12:133066136-133161774_FBRSL1_ENSG00000112787.8,0,0,0,0,0,0,0,0,0,0
