EnsemblGeneID,GeneID,Var1,RHC3869__Epithelial__#2749FE,RHC4746__Epithelial__#2749FE,RHC4760__Epithelial__#2749FE,RHC4761__Epithelial__#2749FE,RHC4763__Epithelial__#2749FE,RHC4767__Macrophage__#FFFF55,RHC4768__Epithelial__#2749FE,RHC4772__Epithelial__#2749FE,RHC4780__Epithelial__#2749FE,RHC4781__Epithelial__#2749FE,RHC4784__Epithelial__#2749FE,RHC4788__Epithelial__#2749FE,RHC4789__Epithelial__#2749FE,RHC4801__Epithelial__#2749FE,RHC4810__Macrophage__#FFFF55,RHC4813__Epithelial__#2749FE,RHC5701__Epithelial__#2749FE,RHC5892__Endothelial__#908DE5
ENSG00000117713,8289,chr1:27022523-27108595_ARID1A_ENSG00000117713.13,1.14394,16.7621,0,169.736,0,2.31602,16.0769,349.736,0,53.6953,0,0,91.5115,21.5205,5.49853,0,0,0
ENSG00000117724,1063,chr1:214776537-214837931_CENPF_ENSG00000117724.8,19.4025,0,60.5939,0,0,0,244.102,0,0,0,0,0,274.178,0,0,0,0,0
ENSG00000117748,6118,chr1:28218034-28241257_RPA2_ENSG00000117748.5,0,0,0,0,0,39.7054,186.495,0,0,0,0,0,0,0,0,0,0,25.9482
ENSG00000117751,5511,chr1:28157288-28178187_PPP1R8_ENSG00000117751.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0033,0,175.399
ENSG00000117758,23673,chr1:28099693-28150963_STX12_ENSG00000117758.9,0,49.177,0,1.29188,0,0,0,0,0,0,0,0,0,0,0,0,6.48794,0
ENSG00000117791,54996,chr1:220921566-220958150_MARC2_ENSG00000117791.11,0,0,0,0,0,0,0,11.0564,0,0,0,0,0,0,0,0,0,12.1073
ENSG00000117834,200010,chr1:48688356-48714316_SLC5A9_ENSG00000117834.8,0,0,0,0,0,0,0,0,0,535.861,0,0,0,0,0,0,0,0
ENSG00000117859,114883,chr1:52027537-52344477_OSBPL9_ENSG00000117859.14,0,0,0,163.834,0,0,12.9397,33.6325,6.44287,98.5149,0,0,59.4406,0,0,8.14089,0,0
ENSG00000117862,51060,chr1:52485802-52556388_TXNDC12_ENSG00000117862.7,265.719,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3642,0,0,0
ENSG00000117868,57488,chr7:158523685-158622944_ESYT2_ENSG00000117868.11,9.49647,0,0,0,0,0,0.144471,0,50.9717,2.46518,70.2159,24.0273,7.97332,24.9022,0,0,0,0
ENSG00000117877,10849,chr19:45882891-45982086_CD3EAP_ENSG00000117877.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598798,0,0
ENSG00000117899,23184,chr15:81071683-81282219_MESDC2_ENSG00000117899.6,16.2226,0,387.78,0,0,1.53825,36.2184,0,120.833,0,25.3224,5.00511,39.762,23.5537,2.16685,63.6765,0,47.5757
ENSG00000117906,5955,chr15:77223959-77242601_RCN2_ENSG00000117906.9,0,38.3114,0,0,0,0,1.95656,0,0.144206,0.472903,13.6565,0,0,0,10.3733,2.31482,0,0
ENSG00000117971,1143,chr15:78916460-79027837_CHRNB4_ENSG00000117971.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117983,727897,chr11:1244295-1283406_MUC5B_ENSG00000117983.13,0,9.60799,0.282596,0.859792,97.0969,0,29.8458,0,22.2518,0.671461,64.7032,71.2081,9.43059,0,23.5672,221.559,0,2.29675
ENSG00000117984,1509,chr11:1753639-1785255_CTSD_ENSG00000117984.8,87.3259,9.18631,0,0,32.5053,303.321,0,11.084,5.35926,7.05894,0,0,0,122.726,297.786,54.0188,0,0
ENSG00000118004,78989,chr2:3642425-3692048_COLEC11_ENSG00000118004.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118007,10274,chr3:135969147-136471220_STAG1_ENSG00000118007.8,0,0,0.287575,0,0,0,0,0,0.140673,0,72.7037,133.22,0,0,0,0,0,147.206
ENSG00000118017,51146,chr3:137842559-137851229_A4GNT_ENSG00000118017.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118046,6794,chr19:1189405-1238026_STK11_ENSG00000118046.10,0,0,0,0,0,25.3621,0,0,0,144.697,0,0,0,0,0,0,0,0
ENSG00000118058,4297,chr11:118307204-118473748_KMT2A_ENSG00000118058.16,1.54533,6.82916,0,264.709,3.39155,9.85013,5.05986,0.182014,19.2379,0.608534,0.886333,0,86.2137,12.8173,0,197.681,0,31.9507
ENSG00000118094,11181,chr11:118477154-118550399_TREH_ENSG00000118094.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118096,56912,chr11:118307204-118473748_IFT46_ENSG00000118096.3,0,0,0,0,0,0,0,0,31.2595,0,0,0,0,48.1048,0,0,0,0
ENSG00000118113,4317,chr11:102582525-102597781_MMP8_ENSG00000118113.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118137,335,chr11:116706466-116969153_APOA1_ENSG00000118137.5,0,0,0,0,47.3004,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118156,84215,chr19:48023941-48059113_ZNF541_ENSG00000118156.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118160,6543,chr19:47931273-47975425_SLC8A2_ENSG00000118160.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118162,11133,chr19:47978400-47987525_KPTN_ENSG00000118162.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118181,6230,chr11:118868851-118901616_RPS25_ENSG00000118181.6,607.421,1227.53,690.952,1408.16,0,252.507,338.008,451.94,789.006,138.65,1897.8,286.738,859.229,237.896,64.4068,294.972,4.94506,365.809
ENSG00000118193,9928,chr1:200520627-200589862_KIF14_ENSG00000118193.7,0,0,1.44165,0,0,0,0,0,0,0,0,0,0.604493,0,0,0,0,0
ENSG00000118194,7139,chr1:201328135-201368736_TNNT2_ENSG00000118194.14,0,0,0,1.61428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118197,83479,chr1:200593023-200663378_DDX59_ENSG00000118197.9,0,0,0,0,0,0,0,73.5007,16.4649,0.331194,0,0,0,0,0,0,0,0
ENSG00000118200,23271,chr1:200708685-200829832_CAMSAP2_ENSG00000118200.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118217,22926,chr1:161736083-161933860_ATF6_ENSG00000118217.5,9.57423,4.73338,1.09863,18.4558,30.689,30.9971,0.363243,5.90398,7.6345,1.87002,47.0169,1.67232,6.01831,4.51872,2.9934,1.06313,9.37722,7.15198
ENSG00000118231,1421,chr2:208986330-208989225_CRYGD_ENSG00000118231.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118242,55686,chr2:216809212-216967506_MREG_ENSG00000118242.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118245,7141,chr2:217536827-217858802_TNP1_ENSG00000118245.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118246,22868,chr2:207602486-207657233_FASTKD2_ENSG00000118246.9,0,0,0,0,2755.04,0,2.72579,0,0,0,0,4.16264,5.57306,0,15.0548,19.3492,35.2477,17.5649
ENSG00000118257,8828,chr2:206546713-206662857_NRP2_ENSG00000118257.12,0,0,0,0,124.756,0,0,0,0,0,0,0,0,0,0,0,0,2.28482
ENSG00000118260,1385,chr2:208104373-208490652_CREB1_ENSG00000118260.10,60.398,0,0,0,0,0,0,676.127,0,1.25441,0,6.35018,0,0,0,0,0,2.68479
ENSG00000118263,8609,chr2:207938860-208031991_KLF7_ENSG00000118263.10,0,0,2.44384,0,30.8151,3.11104,282.075,0,0,0,0,18.6344,0,0,0,0,0,2.52528
ENSG00000118271,7276,chr18:29171688-29178974_TTR_ENSG00000118271.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118276,9331,chr18:29202209-29266786_B4GALT6_ENSG00000118276.7,355.757,0,0,0,0,0.999047,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118292,79630,chr1:150237803-150253327_C1orf54_ENSG00000118292.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87176,0,0
ENSG00000118298,23632,chr1:150227488-150237478_CA14_ENSG00000118298.6,0,4.34184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118307,55259,chr12:25261353-25348096_CASC1_ENSG00000118307.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118308,4033,chr12:25173935-25261268_LRMP_ENSG00000118308.10,0,0,0,0,12.4317,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118322,23120,chr5:159990126-160279221_ATP10B_ENSG00000118322.8,0.322054,6.16974,0,0,15.9809,0,32.5498,0.434772,0,49.1079,0,55.1245,0,0,0,4.27997,192.427,10.8062
ENSG00000118363,9789,chr11:74660291-74690076_SPCS2_ENSG00000118363.7,0,21.0595,33.1867,0,0,3975.18,300.462,176.924,623.306,278.454,0,182.468,88.3062,0,0,634.362,391.16,162.409
ENSG00000118369,57558,chr11:77850816-77925757_USP35_ENSG00000118369.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118402,6785,chr6:80624528-80657297_ELOVL4_ENSG00000118402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118407,27145,chr6:75994729-76203454_FILIP1_ENSG00000118407.10,3.63721,0,0,0,0,0,0,0,0,0,0,0,3.71693,0,0,0.325409,0,0
ENSG00000118412,9994,chr6:90539612-90584155_CASP8AP2_ENSG00000118412.8,0,10.1784,0.522115,0,0,2513.49,0,4.1286,0,0,0,0,0,9.11242,0,170.726,0,0.318265
ENSG00000118418,9324,chr6:79910961-79946514_HMGN3_ENSG00000118418.10,0,75.7977,3.34806,0,221.001,0,105.481,382.035,150.66,151.811,0,10.9047,647.63,66.3924,0,119.932,0,0
ENSG00000118420,90025,chr6:83602116-83775560_UBE3D_ENSG00000118420.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118432,1268,chr6:88849582-88876078_CNR1_ENSG00000118432.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118434,81833,chr6:88757506-88776550_SPACA1_ENSG00000118434.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118454,81573,chr1:70726270-70820417_ANKRD13C_ENSG00000118454.8,0,0,0,0,0,0,0,0,0,1.5959,0,0,0,0,0,0,0,0
ENSG00000118473,84251,chr1:66999065-67213982_SGIP1_ENSG00000118473.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118482,23469,chr6:64345724-66417118_PHF3_ENSG00000118482.7,0.214275,0,0,0,0,6.2719,264.481,0.476566,0.284104,3.53287,0,0,135.279,62.1842,0,15.5721,0,1.18776
ENSG00000118491,153918,chr6:144185572-144259483_ZC2HC1B_ENSG00000118491.7,0,0,0,0,0,26.8447,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118492,79747,chr6:146920100-147136598_ADGB_ENSG00000118492.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118495,5325,chr6:144261436-144385735_PLAGL1_ENSG00000118495.14,0,0,0,1694.53,0,0,0,0,126.525,0,0,12.3622,0,0,0,30.2382,0,202.256
ENSG00000118496,84085,chr6:146114637-146135889_FBXO30_ENSG00000118496.4,0,22.3523,0,0,0,0,0.274215,3.00147,1.474,0,0,0,0,0,0,0.368105,0,0
ENSG00000118503,7128,chr6:138144809-138204449_TNFAIP3_ENSG00000118503.10,0,90.0483,0,0,0,4.42534,18.9136,0,0,0,0,204.746,0,0.800977,13.6945,0,12.9041,0
ENSG00000118507,9465,chr6:131456805-131604675_AKAP7_ENSG00000118507.11,0,0,0,0,0,0,0,0,21.6914,0,0,0,0,0,0,0,0,0
ENSG00000118508,10981,chr6:146864828-146876101_RAB32_ENSG00000118508.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118513,4602,chr6:135502452-135540311_MYB_ENSG00000118513.14,0,0,0,0,0,0,0,2.53881,0,0,0,0,0,0,0,0,0,0
ENSG00000118514,64577,chr6:135238527-135271260_ALDH8A1_ENSG00000118514.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118515,6446,chr6:134490383-134639250_SGK1_ENSG00000118515.7,0,0,0,11.2505,0,0,0,0,0,7.52407,0,1.09566,0,0,1038.21,633.411,0,133.965
ENSG00000118518,81847,chr6:127587754-127609712_RNF146_ENSG00000118518.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396867
ENSG00000118520,383,chr6:131894283-131949369_ARG1_ENSG00000118520.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118523,1490,chr6:132269315-132398533_CTGF_ENSG00000118523.5,0,50.6397,0,0,0,0,11.2468,0,0,115.744,0,0,0,0,0,0,0,0
ENSG00000118526,6943,chr6:133561735-134216691_TCF21_ENSG00000118526.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118557,83449,chr16:72078187-72210777_PMFBP1_ENSG00000118557.11,0,22.8162,0,0,0,0,0,0,0,0,0,0,3.44976,0,0,0,0,0
ENSG00000118564,26234,chr4:15606161-15739936_FBXL5_ENSG00000118564.10,0,0,0,0,0,0,0.446214,36.5135,5.97223,499.331,0,71.4217,7.52281,5.53313,0.604094,0,0,14.9003
ENSG00000118579,80306,chr4:17616253-17783135_MED28_ENSG00000118579.7,0,695.679,102.046,0,24.2193,0,0.406732,0,66.2936,0,0,19.8504,0,0,0.177454,0,0,0
ENSG00000118596,9194,chr12:59989847-60176395_SLC16A7_ENSG00000118596.7,0,0,0,0,0,0,0,6.00367,0,0,0,0,0,0,144.575,3.96291,0.322886,0
ENSG00000118600,10329,chr12:63952692-64217675_TMEM5_ENSG00000118600.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118620,80264,chr19:21203425-21242856_ZNF430_ENSG00000118620.8,0,271.879,0,0,0,0,0,0.685781,1.91293,0,0,7.09642,0,0,0,0,0,0
ENSG00000118640,8673,chr2:85788684-85809154_VAMP8_ENSG00000118640.6,0,0,0,0,0,0,0,0,716.682,397.431,40.9795,453.964,453.874,0,0,66.1448,104.583,0
ENSG00000118655,64858,chr1:114304453-114456708_DCLRE1B_ENSG00000118655.4,0,0,0,0,8.31885,0,0,0,0,0,0,0,0,0,0,0,0,0.286119
ENSG00000118680,103910,chr18:3261906-3278282_MYL12B_ENSG00000118680.8,96.7956,1050.02,309.69,6.56161,80.8052,0,932.202,0,474.504,1817.92,0,0,1108.02,16.1154,2150.98,294.131,641.033,350.865
ENSG00000118689,2309,chr6:108881037-109005977_FOXO3_ENSG00000118689.10,0,81.5984,0,3.22747,0,0,6.62239,0,0,35.7147,0,0,0,0.8014,0,0,0,3.22832
ENSG00000118690,84071,chr6:109169618-109295186_ARMC2_ENSG00000118690.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6335,0,0
ENSG00000118702,2691,chr20:35879488-35890238_GHRH_ENSG00000118702.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118705,6185,chr20:35729628-35870022_RPN2_ENSG00000118705.12,0,215.168,0,0,111.201,0,632.959,236.123,149.739,0,122.989,49.5196,1302.4,7.98428,271.079,230.464,0,768.89
ENSG00000118707,60436,chr20:34894257-35274619_TGIF2_ENSG00000118707.5,112.988,0,16.0623,0,0,0,0,0,235.17,0,0,0,14.1488,0,0,0,0,0
ENSG00000118729,845,chr1:116242627-116311402_CASQ2_ENSG00000118729.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118733,118427,chr1:102268129-102462586_OLFM3_ENSG00000118733.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118762,5311,chr4:88928819-88998929_PKD2_ENSG00000118762.3,0.176292,0,0,0,0,0,0,0,79.2666,0,0,0,0,0,0,0,0,0
ENSG00000118777,9429,chr4:89011415-89152474_ABCG2_ENSG00000118777.6,0,0,0,0,0,0,0,0.547557,0,0,0,0,0,0,0,0,0,0
ENSG00000118785,6696,chr4:88896818-88904562_SPP1_ENSG00000118785.9,0,0,0,0,0,10086.2,0,4.76148,0,12.3245,0,0,0,0,0,0,0,0
ENSG00000118804,8987,chr4:77135192-77232752_FAM47E-STBD1_ENSG00000118804.7,0,0,0,0,0.000103257,1.91576,0,0,0,48.1745,0,0,0,0,0,0,0,0
ENSG00000118816,10983,chr4:77968310-77997158_CCNI_ENSG00000118816.5,0,109.108,62.7191,0,0,988.783,479.994,123.768,77.5866,795.428,0,0,0,27.0145,176.712,17.4528,0,55.4228
ENSG00000118849,5918,chr3:158414680-158547508_RARRES1_ENSG00000118849.5,3.11027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39048
ENSG00000118855,64747,chr3:158414680-158547508_MFSD1_ENSG00000118855.14,3.54792,0,0,0,8.64148,0,0,0,0,0,0,0,45.1346,0,0,36.9273,0,0
ENSG00000118873,25782,chr1:220321634-220445796_RAB3GAP2_ENSG00000118873.11,0,0,0,0,0,0,0,0,0,0,0,0,827.003,0,0.241156,0,0,0
ENSG00000118894,196483,chr16:4932507-5147809_FAM86A_ENSG00000118894.10,0,65.3098,3.48083,0,0,0,0,0,2.67411,0,0,1.78171,0,24.0114,0,0,0,0
ENSG00000118898,5493,chr16:4932507-5147809_PPL_ENSG00000118898.11,0,0,0,0,0,0,0,0,73.129,92.8342,0,0,0,0,0,0,0,0
ENSG00000118900,29855,chr16:4853203-4932361_UBN1_ENSG00000118900.10,0,4.16955,1.56221,0,0,0,4.76684,0,0,0,0,0,282.711,19.8772,0,295.583,0,9.82072
ENSG00000118922,11278,chr13:74260225-74708394_KLF12_ENSG00000118922.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118939,7347,chr13:76123618-76434004_UCHL3_ENSG00000118939.13,0,0,0,0,0,0,0,0,94.0114,0,8.3037,0,0,0,0,0,0,0
ENSG00000118946,27253,chr13:58205943-58303445_PCDH17_ENSG00000118946.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6412
ENSG00000118960,64342,chr2:20760207-20850849_HS1BP3_ENSG00000118960.8,0,0,0,0,0,0,0,0,0,1.24536,0,267.902,0,0,0,0,0,0
ENSG00000118961,60526,chr2:20883787-21022882_C2orf43_ENSG00000118961.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118965,57539,chr2:20110020-20189892_WDR35_ENSG00000118965.10,0,0,0,0,0,0,0,3.79317,0,0,0,0,0,0,0,0,0,0
ENSG00000118971,894,chr12:4357930-4414516_CCND2_ENSG00000118971.3,0,49.5274,0,0,13.6327,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118972,8074,chr12:4477392-4488894_FGF23_ENSG00000118972.1,15.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118985,22936,chr5:95220801-96143803_ELL2_ENSG00000118985.10,0,0,0,0,0,0,0,0,0,0,0.441994,149.532,0.723998,61.8458,0,76.2651,0,0
ENSG00000118997,56171,chr2:196602426-196933536_DNAH7_ENSG00000118997.9,0.0564251,0,0,0,0.68505,0,0,0,0,0,42.822,18.9839,3.43038,0,0,0,8.14148,0
ENSG00000119004,57404,chr2:204103662-204163009_CYP20A1_ENSG00000119004.10,0,55.3827,1.47599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62407
ENSG00000119013,4709,chr2:201773695-201950473_NDUFB3_ENSG00000119013.4,251.729,0,0,0,0,0,113.83,0,286.368,0,0,0,0,0,1341.63,64.587,0,28.3084
ENSG00000119041,9330,chr2:197504277-197664449_GTF3C3_ENSG00000119041.6,0,7.90383,0,0,0,0,25.869,0,0,0.120406,176.182,13.4794,0,0,0,0.164104,0,5.73658
ENSG00000119042,23314,chr2:200134222-200341658_SATB2_ENSG00000119042.12,2.56092,1.39003,0,0,0,0,0,0,0,0,329.327,0,0,0,0,0,1.91287,5.3832
ENSG00000119048,7320,chr5:133706869-133727683_UBE2B_ENSG00000119048.3,0,248.698,0,51.371,0,2.49545,31.1309,0,74.2618,4833.51,0,468.615,7.1449,4155.58,0,807.182,0,225.972
ENSG00000119121,140803,chr9:77337410-77503010_TRPM6_ENSG00000119121.17,0,0,0,0,1.56619,0,0,0,0,0,0,0,0,0,0,0,2163.92,0
ENSG00000119125,9615,chr9:74729510-74872109_GDA_ENSG00000119125.12,0,0,0,0.661474,0,0,1.34832,0,0,0,0,22.2209,0,3.55257,0,0,894.677,0
ENSG00000119138,687,chr9:72999502-73029540_KLF9_ENSG00000119138.3,0,0,0,0,0,3.33045,0,0,4.82965,0,0,0,4.14969,0.578685,0,0,0,796.189
ENSG00000119139,9414,chr9:71736208-71870124_TJP2_ENSG00000119139.12,27.2018,0,0,0,0,0,0,0,70.6044,153.161,0,0,0,29.6527,0,144.069,0.725761,0.674634
ENSG00000119147,84417,chr2:106679701-106694615_C2orf40_ENSG00000119147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119185,9270,chr2:9346893-9563676_ITGB1BP1_ENSG00000119185.8,0,0,0,7.11896,1.44866,44.1646,1.62145,0,59.8036,27.9729,0,89.228,379.387,34.9276,0,1.11364,0,37.0377
ENSG00000119203,51692,chr2:9563696-9613230_CPSF3_ENSG00000119203.9,0,0,0,0,0,0,0,56.4564,0,0,0,0,0,0,0,2.05551,0,0
ENSG00000119227,80235,chr3:196673213-196695931_PIGZ_ENSG00000119227.3,0,0,0,0,0,0,0,0,16.8958,0,0,0,0,0,0,0,0,0
ENSG00000119231,205564,chr3:196594726-196661585_SENP5_ENSG00000119231.6,0,2.01735,0,0,0,1.18845,0,33.3967,0,0,0,0,0,5.91552,0,1.35849,0,1.15223
ENSG00000119242,80212,chr12:124247041-124800570_CCDC92_ENSG00000119242.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119280,84886,chr1:230972864-231005335_C1orf198_ENSG00000119280.12,0,0,0,0,0,0,0.325466,0,0,0,0,24.4163,0,0,0,0,0,0
ENSG00000119283,440730,chr1:231297857-231357302_TRIM67_ENSG00000119283.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119285,55127,chr1:236681299-236767804_HEATR1_ENSG00000119285.6,0,0,0,4.27512,0,0,0,0,0,0,3.3827,0.697694,0,0.299367,0,0,0,56.2046
ENSG00000119314,9991,chr9:114980714-115095947_PTBP3_ENSG00000119314.11,88.8681,0,0,0,0,9.42285,123.194,71.8165,8.9651,144.19,0,86.7717,9.16567,51.0916,3.96764,0,0,0.984212
ENSG00000119318,5887,chr9:110045417-110094475_RAD23B_ENSG00000119318.8,1.7631,0,166.228,0,0,820.262,288.836,3.01752,0,27.0129,0,0,0,0,0,3.07578,0,0.826035
ENSG00000119321,23307,chr9:115913221-115983641_FKBP15_ENSG00000119321.4,0,0,29.463,0,0,0,0,0,0,0,0,169.013,0,0.373268,0,0,0,136.319
ENSG00000119326,8727,chr9:111696460-111775809_CTNNAL1_ENSG00000119326.10,44.8842,57.0947,0,0,0,0,0,0,0,11.5735,0,0,143.598,35.1956,0,0,0,0
ENSG00000119328,54942,chr9:111696460-111775809_FAM206A_ENSG00000119328.7,0,0,0,0,0,0,0,0,29.0148,0,0,60.2838,0,0,0,0,0,0
ENSG00000119333,89891,chr9:131314865-131419066_WDR34_ENSG00000119333.7,107.445,0,0,0,7.85218,0,0,123.935,0,0,0,0,0,22.383,0,192.621,0,0
ENSG00000119335,6418,chr9:131445702-131458679_SET_ENSG00000119335.12,83.2036,210.498,369.926,0,1723.45,56.485,269.48,43.7734,281.731,7.37712,1996.89,34.9859,84.6326,54.3407,656.573,663.427,0,6.44604
ENSG00000119383,5524,chr9:131857088-131911225_PPP2R4_ENSG00000119383.15,0,0,43.7835,0,0,0,0,0,80.2813,0,0,0,13.8202,0,0,12.2598,0,0
ENSG00000119392,2733,chr9:131266978-131314689_GLE1_ENSG00000119392.10,248.177,0,0,0,138.978,0,0,0,0,0,0,0,0,39.3027,0,0,0,0
ENSG00000119396,51552,chr9:123940414-124095121_RAB14_ENSG00000119396.6,0,0,461.558,0.896694,17.7908,0,0.306021,0,0,5.26607,0,0,21.7117,0,28.8569,5.96035,188.217,0.870681
ENSG00000119397,11064,chr9:123837140-123939888_CNTRL_ENSG00000119397.12,0,0,0,0,0,2.76288,0,0,39.6782,0.431045,0,416.849,0,0,0,0,0,2.07602
ENSG00000119401,22954,chr9:119187503-120177348_TRIM32_ENSG00000119401.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119402,26190,chr9:123514255-123555690_FBXW2_ENSG00000119402.12,0,0,0,0,0,0,9.58893,0,95.5179,0,0,0,0,0,0,19.0407,0,76.4493
ENSG00000119403,26147,chr9:123617976-123639606_PHF19_ENSG00000119403.9,65.4334,0,0,0,0,0,0,3.85824,0,0,0,4.91248,10.9501,0,0,1.73015,0,0
ENSG00000119408,10783,chr9:127019884-127115586_NEK6_ENSG00000119408.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4731,0,92.841,0,54.0779
ENSG00000119411,54836,chr9:116111820-116133513_BSPRY_ENSG00000119411.10,0,0,0,0,0,0,0,2.34157,0,0,0,0,0,0,0,254.742,0,0
ENSG00000119414,5537,chr9:127908851-127952218_PPP6C_ENSG00000119414.7,0.522642,0,0,0,0,0,0,0,227.935,0,0,0,0,0,0,0,0,0
ENSG00000119421,4702,chr9:124894744-124922098_NDUFA8_ENSG00000119421.5,0,0,3.84706,0,0,0,17.0981,65.3442,235.843,0,0,0,0,27.1048,0,0,0,0
ENSG00000119431,81932,chr9:116135698-116139279_HDHD3_ENSG00000119431.5,0,0,0,0,0,0,0,0,36.1657,0,0,0,0,0,0,0,0,50.2728
ENSG00000119446,92400,chr9:124999902-125085743_RBM18_ENSG00000119446.9,0,0,0,0,0,0,0,0,113.555,270.461,0,0,0,0,0,0,0,0.129509
ENSG00000119457,57864,chr9:115513117-115653193_SLC46A2_ENSG00000119457.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119471,84263,chr9:115142216-115431677_HSDL2_ENSG00000119471.10,0,53.5268,0,0,0,0,0,2.83489,391.204,0,13.6289,0,0,37.4749,0,6.81484,0,6.45188
ENSG00000119487,79109,chr9:128199671-128469513_MAPKAP1_ENSG00000119487.12,0,0,0,2.61273,0,0,34.2892,0,0,0,0,0,0,1.61528,0,0,0,44.62
ENSG00000119508,8013,chr9:102584136-102629173_NR4A3_ENSG00000119508.13,0,166.414,0,0,1.9241,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119509,27130,chr9:102861537-103063282_INVS_ENSG00000119509.8,0,66.5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119514,79695,chr9:101569980-101634697_GALNT12_ENSG00000119514.5,0,0,0,0,0,0,0,91.679,13.0529,0,0,0,0,6.3774,0,0,0,0.832917
ENSG00000119522,57706,chr9:126118448-126692431_DENND1A_ENSG00000119522.11,0,0,0,0,0,4.00329,0,0,0,439.796,0,0,0,0,0,0,0,14.9554
