EnsemblGeneID,GeneID,Var1,RHC3546__Tcell__#C6E879,RHC4045__MastCell__#E596C5,RHC4053__Tcell__#C6E879,RHC4747__Tcell__#C6E879,RHC4771__Tcell__#C6E879,RHC4776__Tcell__#C6E879,RHC4804__Tcell__#C6E879,RHL2752__Tcell__#C6E879,RHC5620__Tcell__#C6E879,RHC5646__Tcell__#C6E879,RHC5699__Tcell__#C6E879,RHC5702__Tcell__#C6E879,RHC5827__Tcell__#C6E879,RHC5910__Tcell__#C6E879,RHC5982__Tcell__#C6E879,RHC5995__Tcell__#C6E879,RHC6004__Tcell__#C6E879
ENSG00000131508,7322,chr5:138906015-139008018_UBE2D2_ENSG00000131508.11,1.49093,371.457,0,690.615,0,0,0,0,0,0,0,0,0,31.818,0,0,4.56336
ENSG00000131538,84672,chrY:24585086-24631739_TTTY6_ENSG00000131538.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131548,441543,chrY:24246960-24293631_TTTY6B_ENSG00000131548.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131558,60412,chr7:132937828-133751342_EXOC4_ENSG00000131558.10,0,0,221.165,0,0,430.547,0,0,0,0,103.54,0,12.391,0,2.50536,0,129.367
ENSG00000131584,116983,chr1:1227755-1260071_ACAP3_ENSG00000131584.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131591,54991,chr1:1017197-1051741_C1orf159_ENSG00000131591.13,0,0,0,0,1624.43,0,0,0,0,24.7918,0,0,0,0,0,0,0
ENSG00000131620,55107,chr11:69924407-70035634_ANO1_ENSG00000131620.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131626,8500,chr11:70116805-70282690_PPFIA1_ENSG00000131626.11,0,433.414,185.124,16.5039,0,0,0,0,0,0,0,1.46735,0,5.25983,0,0,0
ENSG00000131634,79652,chr16:1543344-1662111_TMEM204_ENSG00000131634.9,1.33913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131650,79412,chr16:3013944-3030540_KREMEN2_ENSG00000131650.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131652,79228,chr16:3072620-3089134_THOC6_ENSG00000131652.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00797,0,0,0
ENSG00000131653,84231,chr16:2205698-2246526_TRAF7_ENSG00000131653.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131668,56033,chr9:96713904-96717654_BARX1_ENSG00000131668.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131669,4814,chr9:95883770-95896570_NINJ1_ENSG00000131669.5,0,25.7557,0,0,0,0,0,0,23.9902,0,144.698,0,0,0,0,0,0
ENSG00000131686,765,chr1:9005925-9035151_CA6_ENSG00000131686.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131697,261734,chr1:5922870-6161253_NPHP4_ENSG00000131697.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131711,4131,chr5:71403060-71505395_MAP1B_ENSG00000131711.10,0,0.288482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131721,84528,chrX:119170200-119379122_RHOXF2_ENSG00000131721.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131724,3597,chrX:117861534-117928502_IL13RA1_ENSG00000131724.6,0.273566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131725,54521,chrX:117480035-117583924_WDR44_ENSG00000131725.9,0,0,0,45.513,0,0,0,0,0,0,0,0,0,0,0.377268,0,0
ENSG00000131730,1160,chr5:80243515-80597379_CKMT2_ENSG00000131730.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131732,84240,chr5:80597408-80609116_ZCCHC9_ENSG00000131732.7,0,0,0,0,0,0,0,0,0,0,0,0,1.01089,0,0,0,0
ENSG00000131737,3885,chr17:39533901-39538655_KRT34_ENSG00000131737.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131738,3884,chr17:39519745-39526052_KRT33B_ENSG00000131738.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131746,84951,chr17:38632079-38657849_TNS4_ENSG00000131746.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131747,7153,chr17:38544767-38574202_TOP2A_ENSG00000131747.10,0,0,0,26.0073,0,0,0,0,0,0,0,0,0,0,5.42795,2.16286,796.892
ENSG00000131748,10948,chr17:37793317-37819737_STARD3_ENSG00000131748.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131759,5914,chr17:38465443-38513094_RARA_ENSG00000131759.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.052,0
ENSG00000131771,84152,chr17:37782992-37792879_PPP1R1B_ENSG00000131771.9,0,0,0,0,0,0,0,0,48.7763,0,0,0,0,0,0,0,0
ENSG00000131773,10656,chr8:136469699-136668965_KHDRBS3_ENSG00000131773.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131778,9557,chr1:146644349-146767443_CHD1L_ENSG00000131778.13,0,93.8827,0,312.567,0,0,0,0,11.0846,0,0,146.313,0,0,0,0,0
ENSG00000131779,8799,chr1:145516251-145523730_PEX11B_ENSG00000131779.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131781,2330,chr1:146644349-146767443_FMO5_ENSG00000131781.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131788,10401,chr1:145575232-145589439_PIAS3_ENSG00000131788.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43425,0,0,0
ENSG00000131791,5565,chr1:146626684-146644129_PRKAB2_ENSG00000131791.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131797,100132341,chr16:31711910-31723305_CLUHP3_ENSG00000131797.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131808,2488,chr11:30252562-30256808_FSHB_ENSG00000131808.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131828,5160,chrX:19362010-19533379_PDHA1_ENSG00000131828.9,0,0,0,0,154.864,0,0,193.154,0,0,0,0,0.850152,0,0,0,0
ENSG00000131831,10742,chrX:17818168-17879457_RAI2_ENSG00000131831.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131844,64087,chr5:70883114-70954531_MCCC2_ENSG00000131844.11,0,0,0,0,0,0,0,0,10.9581,0,0,19.482,0,0,0,0,0
ENSG00000131845,57343,chr19:57862215-57871266_ZNF304_ENSG00000131845.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131848,79149,chr19:56732680-56904914_ZSCAN5A_ENSG00000131848.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131849,7691,chr19:58944180-58951589_ZNF132_ENSG00000131849.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131864,57663,chr19:57630505-57643294_USP29_ENSG00000131864.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131871,55829,chr15:101811021-101817705_VIMP_ENSG00000131871.10,0,0,0,18.5818,467.141,0,0,0,0,0,0,0,36.7303,0,0,0,0
ENSG00000131873,22856,chr15:101715927-101792137_CHSY1_ENSG00000131873.5,0,0,0,304.076,0,348.131,0,227.115,0,0,0,0,0,0,0,0,0
ENSG00000131876,6627,chr15:101821714-101835487_SNRPA1_ENSG00000131876.12,8.66566,396.456,418.057,7.56453,0,0,154.162,0,35.127,0,0,0,0,38.8159,0,0,593.144
ENSG00000131899,3996,chr17:18128900-18162230_LLGL1_ENSG00000131899.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131910,8431,chr1:27216978-27273353_NR0B2_ENSG00000131910.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131914,79727,chr1:26737268-26756213_LIN28A_ENSG00000131914.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131931,55145,chr8:42691816-42698468_THAP1_ENSG00000131931.4,0,0,0,0,0,0,0,0,0.386857,0,0,0,0,0,0,0,0
ENSG00000131941,85415,chr19:33469498-33555794_RHPN2_ENSG00000131941.3,0,0,0,0,0,0,0,0,0,0,0,3.2597,0,0,0,0,0
ENSG00000131943,83636,chr19:30191720-30206364_C19orf12_ENSG00000131943.13,0,0,0,0,0,37.0384,0,35.848,0,0,0,0,0,0,0,0,0
ENSG00000131944,91442,chr19:33463114-33469128_C19orf40_ENSG00000131944.5,0,0,0,0,0,0,0,0,0,0,0.511575,0,0,0,0,0,0
ENSG00000131951,341883,chr14:60386140-60558501_LRRC9_ENSG00000131951.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131966,55860,chr14:58466452-58764857_ACTR10_ENSG00000131966.9,0,0,0,3.98737,0,0,0,2973.13,45.1686,0,0,110.374,16.5692,7.84305,0,0,0
ENSG00000131969,145447,chr14:51314839-51411454_ABHD12B_ENSG00000131969.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131979,2643,chr14:55308725-55369570_GCH1_ENSG00000131979.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.338
ENSG00000131981,3958,chr14:55590827-55612126_LGALS3_ENSG00000131981.11,381.333,1407.73,0,37.4447,0,656.348,0,21.763,0.724653,0,214.542,603.244,806.333,2.28943,0,0,276.431
ENSG00000132000,79883,chr19:14041999-14072254_PODNL1_ENSG00000132000.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132002,3337,chr19:14625581-14676792_DNAJB1_ENSG00000132002.3,400.155,0,13.4402,385.136,0,0,109.35,0,0,0,2.86099,380.231,3397.06,0,0,38.5749,507.667
ENSG00000132003,65249,chr19:13906273-13943044_ZSWIM4_ENSG00000132003.5,0,5.90225,0,7.82998,1.90567,0,0,0,0,0,2.18264,0,0,0,8.06409,0,0
ENSG00000132004,84261,chr19:12798866-12807457_FBXW9_ENSG00000132004.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132005,5989,chr19:14072349-14117851_RFX1_ENSG00000132005.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132010,7568,chr19:12203077-12267546_ZNF20_ENSG00000132010.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468394
ENSG00000132016,79173,chr19:13993160-14041692_C19orf57_ENSG00000132016.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132017,90379,chr19:14041999-14072254_DCAF15_ENSG00000132017.6,0,0,0,0,0,0,0,0,0,0,0,19.4831,0,0,0,0,0
ENSG00000132024,54862,chr19:13993160-14041692_CC2D1A_ENSG00000132024.13,0.698746,0,0,0,0,14.4997,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132026,83546,chr19:12873816-12985765_RTBDN_ENSG00000132026.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132031,4148,chr2:20189977-20212455_MATN3_ENSG00000132031.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132109,6737,chr11:4406126-4414926_TRIM21_ENSG00000132109.8,0,0,0,0,0,0,7.86631,0,0,0,0,0,0,0,0,0,0
ENSG00000132122,54558,chr1:48761043-48937845_SPATA6_ENSG00000132122.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132128,10489,chr1:46713359-46769280_LRRC41_ENSG00000132128.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58948
ENSG00000132141,10693,chr17:33254877-33332083_CCT6B_ENSG00000132141.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132153,22907,chr3:47844398-47891685_DHX30_ENSG00000132153.10,0,7.34708,0,0,0,0,39.0808,0,3.19955,0,0,0,0,0,139.794,0,0
ENSG00000132155,5894,chr3:12525930-12705725_RAF1_ENSG00000132155.7,4.68298,0,0,0,0,162.482,184.877,0,576.978,0,0,0.138938,0,0,0,0,0
ENSG00000132164,6538,chr3:10857884-10982419_SLC6A11_ENSG00000132164.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132170,5468,chr3:12328866-12475855_PPARG_ENSG00000132170.15,0,0,0,0,0,0,0,167.502,0,0,0,1059.11,0,0,0,0,0
ENSG00000132182,23225,chr3:13357736-13461809_NUP210_ENSG00000132182.7,0,0,43.8779,0,0,13.1008,0,0,0,0,14.2323,0,0,0,0,0,0
ENSG00000132185,84824,chr1:161676761-161684142_FCRLA_ENSG00000132185.12,0.590445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132196,51478,chr1:162760491-162782607_HSD17B7_ENSG00000132196.9,0,0,0,0,236.08,0,0,0,0,316.647,0,0,0,206.798,0,0,0
ENSG00000132199,55556,chr18:596987-712676_ENOSF1_ENSG00000132199.14,0,25.8783,0,11.3683,25.5125,0,0,0,0,0,0,0,0,0,448.042,0,0
ENSG00000132205,84034,chr18:2847027-2915991_EMILIN2_ENSG00000132205.6,0,0,0,0,0.773221,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132207,548593,chr16:30204254-30215631_SLX1A_ENSG00000132207.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4457,0
ENSG00000132254,23647,chr11:6496909-6502666_ARFIP2_ENSG00000132254.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132256,85363,chr11:5684424-5959849_TRIM5_ENSG00000132256.14,0,0,0,0,0,0,0,0,357.753,0,0,0.168784,0,0,0,0,41.0511
ENSG00000132259,1262,chr11:6255994-6265659_CNGA4_ENSG00000132259.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132274,10346,chr11:5684424-5959849_TRIM22_ENSG00000132274.11,179.799,6.60195,0,0,27.5273,35.3641,12.0355,0,0,1545,0,26.4557,0,0,0,0,3.51819
ENSG00000132275,23378,chr11:6616304-6624850_RRP8_ENSG00000132275.6,0,0,0,0,0,13.5039,33.8999,0,123.486,0,0,0,0,0,0,0,0
ENSG00000132286,26515,chr11:6502676-6614988_TIMM10B_ENSG00000132286.7,1.22133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132294,23167,chr8:132916334-133025889_EFR3A_ENSG00000132294.9,1.77564,71.493,41.0016,58.4842,4.39954,254.782,0,0,0,0,0,185.765,0,0,0,0,25.1893
ENSG00000132297,10086,chr8:133036466-133123406_HHLA1_ENSG00000132297.7,0.684331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132300,55037,chr2:86333304-86369280_PTCD3_ENSG00000132300.14,15.1032,0,0,0,0,0,54.3707,7.04727,0,11.98,0,0.326795,41.7058,11628.8,0,4.50009,0
ENSG00000132305,10989,chr2:86371054-86423172_IMMT_ENSG00000132305.16,42.3332,0,0,0.768227,38.0722,0,128.348,0,847.871,0,0,1196.24,512.575,16.6166,0.458891,103.728,1392.24
ENSG00000132313,51318,chr2:86426477-86440917_MRPL35_ENSG00000132313.10,0,0,0,0,0,0,0,2.90372,0,0,0,0,0,0,0,0,2.33217
ENSG00000132321,79781,chr2:237232793-237416185_IQCA1_ENSG00000132321.12,0,0,0,0,9.97813,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132323,80895,chr2:239079041-239112370_ILKAP_ENSG00000132323.4,0,4.60323,0,0,0,0,0,0,0,0,0,20.3259,25.9112,0,171.214,0,118.603
ENSG00000132326,8864,chr2:239140324-239198743_PER2_ENSG00000132326.7,0,0,0,0,108.849,0,0,162.786,0.110177,0,0.0877416,0,0,0,0,0,0
ENSG00000132329,10267,chr2:238767535-238820756_RAMP1_ENSG00000132329.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132330,51540,chr2:238875468-239008054_SCLY_ENSG00000132330.12,0,0,0,0,0,0,0,0,0,579.998,0,0,0,0,0,0,0
ENSG00000132334,5791,chr10:129705324-129884119_PTPRE_ENSG00000132334.12,122.041,0,332.426,0,0,0.307403,0,0,7.98237,624.882,225.809,264.778,36.7111,0,11.5988,0,0
ENSG00000132341,5901,chr12:131356423-131362223_RAN_ENSG00000132341.7,0,0,557.75,7.9605,236.06,0,2475.29,24.1762,131.894,0,0,22.0997,61.2369,4884.81,829.501,641.032,572.596
ENSG00000132356,5562,chr5:40759480-40798476_PRKAA1_ENSG00000132356.7,9.51856,0,0,0,0.970366,61.6201,273.438,0,0,237.605,0,28.6432,0,0,0,0,111.203
ENSG00000132357,84674,chr5:40841285-40860275_CARD6_ENSG00000132357.9,0.261991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132359,23108,chr17:2680349-2941033_RAP1GAP2_ENSG00000132359.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132361,23277,chr17:2592679-2616127_CLUH_ENSG00000132361.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132376,51763,chr17:1397864-1420182_INPP5K_ENSG00000132376.15,0,0,0,0,0,0,16.1866,0,0,2.76151,0,0,0,0,1.17282,0,0
ENSG00000132382,10514,chr17:4400688-4458926_MYBBP1A_ENSG00000132382.10,0,12.8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132383,6117,chr17:1682778-1803376_RPA1_ENSG00000132383.7,0,0,378.07,0,65.9047,0,0,122.081,0,0,0,0,0,0,0,0,137.007
ENSG00000132386,5176,chr17:1665252-1680868_SERPINF1_ENSG00000132386.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132388,7326,chr17:4172553-4269923_UBE2G1_ENSG00000132388.8,0.823001,0,0,0,0,0,0,0,0,0,0,391.566,0,0,0,0,1.22655
ENSG00000132394,60678,chr3:127770483-128127485_EEFSEC_ENSG00000132394.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132405,57533,chr4:6910968-7059679_TBC1D14_ENSG00000132405.14,0,0,0,0,0,0,0,120.545,0,0,0,0,2.65303,0,0,0,0
ENSG00000132406,85013,chr4:4237268-4249950_TMEM128_ENSG00000132406.7,0,0,0,0,0,0,0,5.0384,0,1287.82,0,0,0,0,0,0,0
ENSG00000132423,51805,chr6:99817275-99842080_COQ3_ENSG00000132423.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.872
ENSG00000132424,25957,chr6:99845926-99879249_PNISR_ENSG00000132424.10,1028.18,47.8635,0,4.1124,8.43748,14.4494,0,443.622,46.8849,839.219,463.629,0,14.8218,0.451966,1290.69,0,202.114
ENSG00000132429,64208,chr6:105544696-105627870_POPDC3_ENSG00000132429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132432,23480,chr7:54819942-54872621_SEC61G_ENSG00000132432.9,0,0,0,420.376,2613.52,0,431.461,19.8259,65.4781,4.24873,7.00704,1208.68,0,0,0,0,324.036
ENSG00000132434,55915,chr7:55433140-55501435_LANCL2_ENSG00000132434.5,0,0,308.531,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8477
ENSG00000132436,63979,chr7:50511830-50518088_FIGNL1_ENSG00000132436.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132437,1644,chr7:50526133-50633154_DDC_ENSG00000132437.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132446,53940,chrX:31089359-31090170_FTHL17_ENSG00000132446.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132463,2926,chr4:71681498-71705662_GRSF1_ENSG00000132463.9,0,0,0,0,0,0,6.65439,86.8514,0,0,0,0,0,0,0,96.6286,0
ENSG00000132464,10117,chr4:71494460-71552533_ENAM_ENSG00000132464.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132465,3512,chr4:71494460-71552533_IGJ_ENSG00000132465.6,0,0.218195,4.49617,0,0,0,0,171.877,0,0,0,0,0,0,0,0,0
ENSG00000132466,26057,chr4:73939092-74124515_ANKRD17_ENSG00000132466.13,0.150372,0,26.5637,201.394,0,0,0,7.91908,0,0,0,0,47.8515,3782.2,2142.16,0,94.0589
ENSG00000132467,57050,chr4:71554195-71556267_UTP3_ENSG00000132467.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132470,3691,chr17:73717407-73761792_ITGB4_ENSG00000132470.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132471,23558,chr17:73841779-73852588_WBP2_ENSG00000132471.7,3.44857,0,0,0,0,0,0,0,42.8348,0,0,0,0,1.73505,0,0,0
ENSG00000132475,3021,chr17:73772514-73821886_H3F3B_ENSG00000132475.4,2289.16,2709.2,10555.8,12452.2,38.8157,121.023,2680.6,3461.48,586.106,110.892,915.35,525.335,265.378,60.4089,0,206.023,3169.32
ENSG00000132478,85451,chr17:73772514-73821886_UNK_ENSG00000132478.5,0,0,0,18.7674,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132481,91107,chr17:73870241-73875627_TRIM47_ENSG00000132481.2,0,3.48608,0,0,0,0,0,0,0,0,0,56.2833,0,0,0,0,0
ENSG00000132485,9406,chr1:71514537-71546980_ZRANB2_ENSG00000132485.8,50.0182,0,0,139.315,51.8707,0,0,26.7003,0,108.646,0,0,76.2478,0,54.0939,0.452155,0
ENSG00000132507,1984,chr17:7210317-7232712_EIF5A_ENSG00000132507.13,0,29.0871,15.1502,52.7724,246.681,0,0,0,1.95517,22.0422,6.26996,37.3556,0,1.94457,0,768.443,3.12155
ENSG00000132510,23135,chr17:7743221-7758114_KDM6B_ENSG00000132510.6,0,5.61105,8.88449,0,31.7686,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132514,10462,chr17:6977855-6983626_CLEC10A_ENSG00000132514.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132517,55065,chr17:4935894-4955304_SLC52A1_ENSG00000132517.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340026,0,0
ENSG00000132518,3000,chr17:7905911-7923657_GUCY2D_ENSG00000132518.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132522,2874,chr17:7210317-7232712_GPS2_ENSG00000132522.11,17.8775,178.631,17.0628,0,266.823,0,93.9691,0,131.231,519.756,0,60.1721,4.366,2.45547,0,7.74336,0
ENSG00000132530,54739,chr17:6658765-6678966_XAF1_ENSG00000132530.12,11.7072,0,0,0.94754,4.20185,0,2124.83,0,0,0,398.835,0,0,0,512.398,0,2930.38
ENSG00000132535,1742,chr17:7093208-7128592_DLG4_ENSG00000132535.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132541,10247,chr8:99114571-99129469_HRSP12_ENSG00000132541.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132549,157680,chr8:100025493-100906290_VPS13B_ENSG00000132549.14,19.9963,0,0,0,0,0,25.3445,0,0,0,0,0,0,0,0,15.1918,0
ENSG00000132554,26166,chr8:100973163-101143496_RGS22_ENSG00000132554.15,4.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132561,4147,chr8:98881067-99058697_MATN2_ENSG00000132561.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132563,51308,chr5:137774705-137782658_REEP2_ENSG00000132563.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132570,84105,chr5:134240595-134347392_PCBD2_ENSG00000132570.10,0,0,0,0,0,14.9369,0,0,0,289.488,0,0,0,0,0,0,0
ENSG00000132581,6388,chr17:26975373-27029697_SDF2_ENSG00000132581.5,0,0,0,2.45253,0,0,473.386,0,0,0,0,0,0,0,0,0,0
ENSG00000132589,2319,chr17:27206352-27224697_FLOT2_ENSG00000132589.11,0.492381,0,0,0,0,0,0,0,0,80.119,0,0,0,0,423.399,0,0.396191
ENSG00000132591,26284,chr17:27082995-27188085_ERAL1_ENSG00000132591.7,0,0,0,0,0,0,0,0,0,0,133.259,0.33675,0,0,865.64,0,0
ENSG00000132600,54496,chr16:68344876-68482591_PRMT7_ENSG00000132600.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.102,0,0
ENSG00000132603,51388,chr16:69139466-69442474_NIP7_ENSG00000132603.9,0,0,0,0,0,0,0,0,0,0,10.2291,0,0,0,0,0,0
ENSG00000132604,7014,chr16:69139466-69442474_TERF2_ENSG00000132604.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.74,23.9729
ENSG00000132612,27183,chr16:69139466-69442474_VPS4A_ENSG00000132612.14,0,0,0,0,0,0,0,0,79.2026,0,0,0,0,0,0,0,0
ENSG00000132613,92154,chr16:70695106-70719969_MTSS1L_ENSG00000132613.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132622,116835,chr20:3713313-3733758_HSPA12B_ENSG00000132622.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132623,63926,chr20:9966735-10349424_ANKEF1_ENSG00000132623.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132631,140856,chr20:18790371-18810797_SCP2D1_ENSG00000132631.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132635,64773,chr20:2815959-3019722_PCED1A_ENSG00000132635.12,144.547,0,0,0,0,0,0,0,0,0,1648.29,0,0.950552,0,0,0,0
ENSG00000132639,6616,chr20:9966735-10349424_SNAP25_ENSG00000132639.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132640,22903,chr20:11871370-11907257_BTBD3_ENSG00000132640.10,0,0,0,0,0,0,0,0,0,0,1.48744,0,0,0,0,0,0
ENSG00000132646,5111,chr20:5095598-5107272_PCNA_ENSG00000132646.6,0,0,324.009,1.45544,1491,0,466.355,0,0,0,0,0,3.35513,0,2288.14,0,19.2045
ENSG00000132661,29107,chr20:23327577-23335414_NXT1_ENSG00000132661.3,0,0,0,0,1054.48,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132664,10621,chr20:18364010-18465287_POLR3F_ENSG00000132664.7,0,0,0,0,0,0,0,0,0,413.559,0,0,0,0,0,0,0
ENSG00000132669,54453,chr20:19867164-19983101_RIN2_ENSG00000132669.8,84.0182,0,0,0,0,0,0,2.65751,0,0,0,0,0,0,0,0,0
ENSG00000132670,5786,chr20:2815959-3019722_PTPRA_ENSG00000132670.16,0,344.92,0,0,0,0,0,0,0,0,0,0,0,2.24276,0,0,0
ENSG00000132671,6754,chr20:23012178-23019873_SSTR4_ENSG00000132671.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132676,7818,chr1:155579566-155829191_DAP3_ENSG00000132676.11,89.6291,1978.39,0,0,0,0,8.05863,694.002,123.986,158.901,0,14.1429,0,0,0,0,4.02912
ENSG00000132677,57127,chr1:156339002-156355011_RHBG_ENSG00000132677.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76475,0
